recovery_id,loan_id,recovery_date,recovery_source,gross_recovery_amount,principal_recovery,interest_recovery,fee_recovery,source_reference
REC001916001,L001916,2021-08-29,Settlement,36659.09,36659.09,0,0,SETTLE-001916
REC001920001,L001920,2021-08-30,Settlement,98873.5,98873.5,0,0,SETTLE-001920
REC001921001,L001921,2022-04-20,Legal Recovery,9793.04,9793.04,0,0,LEGAL-001921
REC001923001,L001923,2022-03-02,Settlement,76282.56,76282.56,0,0,SETTLE-001923
REC001924001,L001924,2023-09-30,Settlement,26078.09,26078.09,0,0,SETTLE-001924
REC001927001,L001927,2023-12-31,Settlement,8992.39,8992.39,0,0,SETTLE-001927
REC001929001,L001929,2022-07-31,Settlement,98521.83,98521.83,0,0,SETTLE-001929
REC001935001,L001935,2023-12-01,Settlement,379321.83,379321.83,0,0,SETTLE-001935
REC001950001,L001950,2022-07-02,Settlement,29700.02,29700.02,0,0,SETTLE-001950
REC001951001,L001951,2022-11-01,Settlement,11474.56,11474.56,0,0,SETTLE-001951
REC001953001,L001953,2023-10-03,Settlement,124715.84,124715.84,0,0,SETTLE-001953
REC001956001,L001956,2022-03-05,Settlement,4031.52,4031.52,0,0,SETTLE-001956
REC001959001,L001959,2023-11-02,Settlement,7293.86,7293.86,0,0,SETTLE-001959
REC001965001,L001965,2022-07-09,Collateral Liquidation,629275.97,629275.97,0,0,COLL001965
REC001966001,L001966,2023-02-03,Settlement,121251.4,121251.4,0,0,SETTLE-001966
REC001967001,L001967,2023-01-03,Settlement,32127.28,32127.28,0,0,SETTLE-001967
REC001968001,L001968,2023-11-03,Settlement,18489.11,18489.11,0,0,SETTLE-001968
REC001969001,L001969,2022-04-03,Settlement,52601.82,52601.82,0,0,SETTLE-001969
REC001970001,L001970,2022-12-05,Settlement,17509.33,17509.33,0,0,SETTLE-001970
REC001972001,L001972,2022-10-05,Settlement,56515.11,56515.11,0,0,SETTLE-001972
REC001975001,L001975,2022-10-05,Settlement,133461.72,133461.72,0,0,SETTLE-001975
REC001984001,L001984,2025-07-24,Collateral Liquidation,135547.37,70432.24,65115.13,0,COLL001984
REC001989001,L001989,2023-03-08,Settlement,100725.97,100725.97,0,0,SETTLE-001989
REC001998001,L001998,2023-02-26,Collateral Liquidation,345973.58,200126.99,145846.59,0,COLL001998
REC002013001,L002013,2023-04-07,Settlement,32589.23,32589.23,0,0,SETTLE-002013
REC002021001,L002021,2023-04-02,Legal Recovery,9086.64,9086.64,0,0,LEGAL-002021
REC002022001,L002022,2022-01-08,Settlement,16670.87,16670.87,0,0,SETTLE-002022
REC002025001,L002025,2026-01-08,Settlement,2135.85,2135.85,0,0,SETTLE-002025
REC002028001,L002028,2022-02-08,Settlement,150515.03,150515.03,0,0,SETTLE-002028
REC002030001,L002030,2022-04-09,Settlement,108870.78,108870.78,0,0,SETTLE-002030
REC002036001,L002036,2022-04-10,Settlement,36939.59,36939.59,0,0,SETTLE-002036
REC002040001,L002040,2024-01-10,Settlement,18757.34,18757.34,0,0,SETTLE-002040
REC002055001,L002055,2022-03-23,Legal Recovery,6011.97,6011.97,0,0,LEGAL-002055
REC002059001,L002059,2022-05-13,Settlement,12696.72,12696.72,0,0,SETTLE-002059
REC002068001,L002068,2021-12-27,Legal Recovery,20505.73,20505.73,0,0,LEGAL-002068
REC002073001,L002073,2021-09-13,Settlement,130453.81,130453.81,0,0,SETTLE-002073
REC002074001,L002074,2022-11-13,Settlement,78037.81,78037.81,0,0,SETTLE-002074
REC002078001,L002078,2024-02-12,Settlement,13492.51,13492.51,0,0,SETTLE-002078
REC002080001,L002080,2021-11-14,Settlement,20769.82,20769.82,0,0,SETTLE-002080
REC002089001,L002089,2023-05-22,Legal Recovery,1736.92,1736.92,0,0,LEGAL-002089
REC002090001,L002090,2023-09-16,Settlement,27239.52,27239.52,0,0,SETTLE-002090
REC002092001,L002092,2022-02-16,Settlement,45224.38,45224.38,0,0,SETTLE-002092
REC002093001,L002093,2022-04-16,Settlement,6980.34,6980.34,0,0,SETTLE-002093
REC002094001,L002094,2022-12-16,Settlement,81664.59,81664.59,0,0,SETTLE-002094
REC002096001,L002096,2021-11-16,Settlement,153543.02,153543.02,0,0,SETTLE-002096
REC002097001,L002097,2022-05-23,Collateral Liquidation,249833.02,249833.02,0,0,COLL002097
REC002117001,L002117,2021-09-19,Settlement,42018.57,42018.57,0,0,SETTLE-002117
REC002118001,L002118,2022-03-19,Settlement,84549.6,84549.6,0,0,SETTLE-002118
REC002122001,L002122,2021-09-19,Settlement,9263.76,9263.76,0,0,SETTLE-002122
REC002123001,L002123,2022-01-20,Settlement,56143.6,56143.6,0,0,SETTLE-002123
REC002127001,L002127,2022-03-20,Settlement,33538.3,33538.3,0,0,SETTLE-002127
REC002129001,L002129,2021-10-20,Settlement,17963.15,17963.15,0,0,SETTLE-002129
REC002150001,L002150,2021-10-23,Settlement,147548.34,147548.34,0,0,SETTLE-002150
REC002154001,L002154,2022-03-23,Settlement,14119.46,14119.46,0,0,SETTLE-002154
REC002160001,L002160,2021-12-24,Settlement,60629.99,60629.99,0,0,SETTLE-002160
REC002164001,L002164,2022-07-24,Settlement,36554.66,36554.66,0,0,SETTLE-002164
REC002173001,L002173,2023-02-25,Settlement,47291.06,47291.06,0,0,SETTLE-002173
REC002176001,L002176,2023-05-25,Settlement,3686.3,3686.3,0,0,SETTLE-002176
REC002177001,L002177,2023-01-25,Settlement,7198.96,7198.96,0,0,SETTLE-002177
REC002180001,L002180,2021-10-26,Settlement,50905.93,50905.93,0,0,SETTLE-002180
REC002199001,L002199,2022-01-28,Settlement,57319.93,57319.93,0,0,SETTLE-002199
REC002217001,L002217,2025-06-04,Collateral Liquidation,332523.39,64602.48,267920.91,0,COLL002217
REC002224001,L002224,2021-12-01,Settlement,83253.57,83253.57,0,0,SETTLE-002224
REC002227001,L002227,2022-03-03,Settlement,11039.46,11039.46,0,0,SETTLE-002227
REC002236001,L002236,2023-01-21,Legal Recovery,3787.37,3787.37,0,0,LEGAL-002236
REC002242001,L002242,2022-02-02,Settlement,12610.3,12610.3,0,0,SETTLE-002242
REC002244001,L002244,2023-08-03,Settlement,61182.06,61182.06,0,0,SETTLE-002244
REC002257001,L002257,2022-06-02,Legal Recovery,19449.88,19449.88,0,0,LEGAL-002257
REC002260001,L002260,2022-06-06,Settlement,22822.14,22822.14,0,0,SETTLE-002260
REC002266001,L002266,2022-05-08,Settlement,95863.84,95863.84,0,0,SETTLE-002266
REC002268001,L002268,2022-03-10,Settlement,136248.4,136248.4,0,0,SETTLE-002268
REC002269001,L002269,2022-10-08,Settlement,11726.69,11726.69,0,0,SETTLE-002269
REC002271001,L002271,2022-09-08,Settlement,32649.57,32649.57,0,0,SETTLE-002271
REC002275001,L002275,2023-07-17,Collateral Liquidation,339374.28,237329.4,102044.88,0,COLL002275
REC002288001,L002288,2022-05-11,Settlement,58515.27,58515.27,0,0,SETTLE-002288
REC002289001,L002289,2021-10-11,Settlement,136247.87,136247.87,0,0,SETTLE-002289
REC002290001,L002290,2024-03-12,Settlement,13028.97,13028.97,0,0,SETTLE-002290
REC002293001,L002293,2022-01-11,Settlement,30183.68,30183.68,0,0,SETTLE-002293
REC002299001,L002299,2024-07-12,Settlement,8830.03,8830.03,0,0,SETTLE-002299
REC002301001,L002301,2022-04-12,Settlement,121757.81,121757.81,0,0,SETTLE-002301
REC002302001,L002302,2023-12-13,Settlement,35055.17,35055.17,0,0,SETTLE-002302
REC002304001,L002304,2023-01-08,Legal Recovery,4919.83,4919.83,0,0,LEGAL-002304
REC002307001,L002307,2022-11-02,Legal Recovery,946.36,946.36,0,0,LEGAL-002307
REC002311001,L002311,2023-01-20,Collateral Liquidation,187621.65,162298.31,25323.34,0,COLL002311
REC002324001,L002324,2022-12-23,Legal Recovery,7672.53,7672.53,0,0,LEGAL-002324
REC002329001,L002329,2022-05-16,Settlement,125101.99,125101.99,0,0,SETTLE-002329
REC002333001,L002333,2022-01-17,Settlement,72659.93,72659.93,0,0,SETTLE-002333
REC002335001,L002335,2025-07-17,Settlement,0,0,0,0,SETTLE-002335
REC002338001,L002338,2023-06-26,Legal Recovery,920.04,920.04,0,0,LEGAL-002338
REC002339001,L002339,2022-01-18,Settlement,27155.29,27155.29,0,0,SETTLE-002339
REC002343001,L002343,2022-05-18,Settlement,33860.45,33860.45,0,0,SETTLE-002343
REC002344001,L002344,2022-09-18,Settlement,26179.73,26179.73,0,0,SETTLE-002344
REC002355001,L002355,2024-04-20,Settlement,34178.51,34178.51,0,0,SETTLE-002355
REC002356001,L002356,2022-03-20,Settlement,38857.65,38857.65,0,0,SETTLE-002356
REC002373001,L002373,2022-02-21,Settlement,27247.71,27247.71,0,0,SETTLE-002373
REC002376001,L002376,2023-02-22,Settlement,18802.96,18802.96,0,0,SETTLE-002376
REC002386001,L002386,2021-10-23,Settlement,166546.79,166546.79,0,0,SETTLE-002386
REC002392001,L002392,2022-04-23,Settlement,24852.48,24852.48,0,0,SETTLE-002392
REC002402001,L002402,2025-11-18,Legal Recovery,3307.65,3307.65,0,0,LEGAL-002402
REC002411001,L002411,2023-12-25,Settlement,17136.75,17136.75,0,0,SETTLE-002411
REC002436001,L002436,2021-11-27,Settlement,32961.19,32961.19,0,0,SETTLE-002436
REC002445001,L002445,2023-02-12,Collateral Liquidation,61923.8,45116.22,16807.58,0,COLL002445
REC002447001,L002447,2021-11-28,Settlement,97598.45,97598.45,0,0,SETTLE-002447
REC002450001,L002450,2022-01-28,Settlement,37611.05,37611.05,0,0,SETTLE-002450
REC002458001,L002458,2022-09-29,Settlement,88656.64,88656.64,0,0,SETTLE-002458
REC002475001,L002475,2022-03-31,Settlement,27173.74,27173.74,0,0,SETTLE-002475
REC002486001,L002486,2022-08-01,Settlement,64500.7,64500.7,0,0,SETTLE-002486
REC002496001,L002496,2023-04-02,Settlement,15803.51,15803.51,0,0,SETTLE-002496
REC002499001,L002499,2022-04-02,Settlement,86232.54,86232.54,0,0,SETTLE-002499
REC002503001,L002503,2023-02-08,Legal Recovery,1278.58,1278.58,0,0,LEGAL-002503
REC002510001,L002510,2023-05-04,Settlement,72572.01,72572.01,0,0,SETTLE-002510
REC002513001,L002513,2023-05-04,Settlement,135955.24,135955.24,0,0,SETTLE-002513
REC002524001,L002524,2024-11-17,Collateral Liquidation,120481.62,118664.22,1817.4,0,COLL002524
REC002529001,L002529,2025-02-28,Legal Recovery,175.73,175.73,0,0,LEGAL-002529
REC002533001,L002533,2023-08-04,Settlement,77244.52,77244.52,0,0,SETTLE-002533
REC002546001,L002546,2025-12-06,Settlement,18724.31,18724.31,0,0,SETTLE-002546
REC002551001,L002551,2022-11-06,Settlement,173787.93,173787.93,0,0,SETTLE-002551
REC002552001,L002552,2023-06-06,Settlement,31157.15,31157.15,0,0,SETTLE-002552
REC002569001,L002569,2022-02-08,Settlement,232259.33,232259.33,0,0,SETTLE-002569
REC002580001,L002580,2022-12-10,Settlement,5747.3,5747.3,0,0,SETTLE-002580
REC002586001,L002586,2022-09-10,Settlement,26250.97,26250.97,0,0,SETTLE-002586
REC002587001,L002587,2022-06-10,Settlement,17368.68,17368.68,0,0,SETTLE-002587
REC002592001,L002592,2022-06-11,Settlement,69009.49,69009.49,0,0,SETTLE-002592
REC002605001,L002605,2021-11-13,Settlement,103412.31,103412.31,0,0,SETTLE-002605
REC002607001,L002607,2022-01-13,Settlement,56887.42,56887.42,0,0,SETTLE-002607
REC002617001,L002617,2021-11-14,Settlement,44522.99,44522.99,0,0,SETTLE-002617
REC002622001,L002622,2023-01-16,Settlement,141264.68,141264.68,0,0,SETTLE-002622
REC002628001,L002628,2022-02-16,Settlement,41786.1,41786.1,0,0,SETTLE-002628
REC002640001,L002640,2024-03-17,Settlement,3542.32,3542.32,0,0,SETTLE-002640
REC002648001,L002648,2022-03-18,Settlement,8975.07,8975.07,0,0,SETTLE-002648
REC002656001,L002656,2022-07-19,Settlement,29828.33,29828.33,0,0,SETTLE-002656
REC002659001,L002659,2022-08-19,Settlement,110938.44,110938.44,0,0,SETTLE-002659
REC002670001,L002670,2023-03-20,Settlement,26429,26429,0,0,SETTLE-002670
REC002673001,L002673,2024-06-20,Settlement,107847.7,107847.7,0,0,SETTLE-002673
REC002682001,L002682,2022-08-21,Settlement,43562.17,43562.17,0,0,SETTLE-002682
REC002703001,L002703,2022-04-23,Settlement,120094.19,120094.19,0,0,SETTLE-002703
REC002710001,L002710,2022-05-24,Settlement,11744.22,11744.22,0,0,SETTLE-002710
REC002715001,L002715,2025-05-24,Settlement,26993.27,26993.27,0,0,SETTLE-002715
REC002721001,L002721,2022-03-25,Settlement,33188.22,33188.22,0,0,SETTLE-002721
REC002723001,L002723,2023-05-25,Settlement,5518.18,5518.18,0,0,SETTLE-002723
REC002724001,L002724,2023-01-25,Settlement,46184,46184,0,0,SETTLE-002724
REC002726001,L002726,2021-12-26,Settlement,173828.26,173828.26,0,0,SETTLE-002726
REC002729001,L002729,2023-05-26,Settlement,41049.9,41049.9,0,0,SETTLE-002729
REC002739001,L002739,2023-04-26,Settlement,59500.69,59500.69,0,0,SETTLE-002739
REC002757001,L002757,2022-11-29,Settlement,31671.8,31671.8,0,0,SETTLE-002757
REC002767001,L002767,2023-10-30,Settlement,4203.02,4203.02,0,0,SETTLE-002767
REC002768001,L002768,2022-06-14,Legal Recovery,4890.21,4890.21,0,0,LEGAL-002768
REC002769001,L002769,2022-07-30,Settlement,174359.15,174359.15,0,0,SETTLE-002769
REC002774001,L002774,2024-03-30,Settlement,936.29,936.29,0,0,SETTLE-002774
REC002778001,L002778,2022-09-16,Legal Recovery,13182.52,13182.52,0,0,LEGAL-002778
REC002799001,L002799,2025-06-17,Collateral Liquidation,122569.36,87822.8,34746.56,0,COLL002799
REC002799002,L002799,2025-08-04,Legal Recovery,15162.03,15162.03,0,0,LEGAL-002799
REC002803001,L002803,2021-12-03,Settlement,70294.41,70294.41,0,0,SETTLE-002803
REC002819001,L002819,2022-10-04,Collateral Liquidation,361314.66,323986.03,37328.63,0,COLL002819
REC002827001,L002827,2022-03-07,Settlement,112568.05,112568.05,0,0,SETTLE-002827
REC002835001,L002835,2023-05-06,Settlement,128701,128701,0,0,SETTLE-002835
REC002854001,L002854,2022-11-07,Settlement,26292.51,26292.51,0,0,SETTLE-002854
REC002858001,L002858,2023-05-08,Settlement,65818.14,65818.14,0,0,SETTLE-002858
REC002860001,L002860,2022-02-07,Settlement,24721.62,24721.62,0,0,SETTLE-002860
REC002863001,L002863,2021-12-08,Settlement,136785.22,136785.22,0,0,SETTLE-002863
REC002865001,L002865,2022-05-09,Settlement,55679.37,55679.37,0,0,SETTLE-002865
REC002868001,L002868,2022-11-08,Settlement,129093.63,129093.63,0,0,SETTLE-002868
REC002870001,L002870,2022-09-08,Settlement,22273.52,22273.52,0,0,SETTLE-002870
REC002872001,L002872,2024-01-08,Settlement,3280.94,3280.94,0,0,SETTLE-002872
REC002879001,L002879,2022-11-09,Settlement,69029.9,69029.9,0,0,SETTLE-002879
REC002884001,L002884,2024-03-11,Settlement,104305.65,104305.65,0,0,SETTLE-002884
REC002885001,L002885,2024-06-09,Settlement,34308.77,34308.77,0,0,SETTLE-002885
REC002895001,L002895,2025-08-11,Collateral Liquidation,462158.58,192299.33,269859.25,0,COLL002895
REC002898001,L002898,2022-06-11,Settlement,112375.81,112375.81,0,0,SETTLE-002898
REC002902001,L002902,2022-02-11,Settlement,86811.71,86811.71,0,0,SETTLE-002902
REC002904001,L002904,2022-03-14,Settlement,40956.89,40956.89,0,0,SETTLE-002904
REC002908001,L002908,2022-10-12,Settlement,35147.34,35147.34,0,0,SETTLE-002908
REC002909001,L002909,2023-06-11,Settlement,165547.59,165547.59,0,0,SETTLE-002909
REC002910001,L002910,2021-12-12,Settlement,59306.37,59306.37,0,0,SETTLE-002910
REC002912001,L002912,2021-12-12,Settlement,21361.49,21361.49,0,0,SETTLE-002912
REC002926001,L002926,2022-05-13,Settlement,183442.92,183442.92,0,0,SETTLE-002926
REC002936001,L002936,2022-02-13,Settlement,33249.61,33249.61,0,0,SETTLE-002936
REC002941001,L002941,2023-08-13,Settlement,33083.08,33083.08,0,0,SETTLE-002941
REC002942001,L002942,2023-08-14,Settlement,98255.42,98255.42,0,0,SETTLE-002942
REC002943001,L002943,2023-10-15,Settlement,16202.6,16202.6,0,0,SETTLE-002943
REC002947001,L002947,2024-05-13,Settlement,17445.1,17445.1,0,0,SETTLE-002947
REC002948001,L002948,2022-08-14,Settlement,229752.01,229752.01,0,0,SETTLE-002948
REC002949001,L002949,2024-05-15,Settlement,96428.44,96428.44,0,0,SETTLE-002949
REC002950001,L002950,2022-07-15,Settlement,238418,238418,0,0,SETTLE-002950
REC002955001,L002955,2023-11-15,Settlement,94162.07,94162.07,0,0,SETTLE-002955
REC002959001,L002959,2024-06-15,Settlement,14020.77,14020.77,0,0,SETTLE-002959
REC002961001,L002961,2022-11-15,Settlement,90387.93,90387.93,0,0,SETTLE-002961
REC002982001,L002982,2025-03-13,Collateral Liquidation,160386.75,81558.58,78828.17,0,COLL002982
REC002989001,L002989,2022-05-17,Settlement,51488.87,51488.87,0,0,SETTLE-002989
REC002992001,L002992,2022-02-18,Settlement,27171.02,27171.02,0,0,SETTLE-002992
REC002993001,L002993,2022-07-18,Settlement,156499.08,156499.08,0,0,SETTLE-002993
REC002999001,L002999,2023-04-18,Settlement,16392.87,16392.87,0,0,SETTLE-002999
REC003007001,L003007,2023-03-06,Legal Recovery,3010.79,3010.79,0,0,LEGAL-003007
REC003013001,L003013,2022-01-19,Settlement,68157.72,68157.72,0,0,SETTLE-003013
REC003015001,L003015,2022-09-19,Settlement,50088.38,50088.38,0,0,SETTLE-003015
REC003024001,L003024,2022-06-20,Settlement,29489.41,29489.41,0,0,SETTLE-003024
REC003030001,L003030,2021-12-21,Settlement,31842.92,31842.92,0,0,SETTLE-003030
REC003032001,L003032,2022-04-21,Settlement,28668.69,28668.69,0,0,SETTLE-003032
REC003037001,L003037,2023-08-22,Settlement,51444.92,51444.92,0,0,SETTLE-003037
REC003048001,L003048,2022-09-06,Collateral Liquidation,647253.07,647253.07,0,0,COLL003048
REC003052001,L003052,2022-11-23,Settlement,22241.67,22241.67,0,0,SETTLE-003052
REC003056001,L003056,2021-12-24,Settlement,67263.35,67263.35,0,0,SETTLE-003056
REC003058001,L003058,2023-12-24,Settlement,3461.99,3461.99,0,0,SETTLE-003058
REC003059001,L003059,2024-12-24,Settlement,7550.8,7550.8,0,0,SETTLE-003059
REC003062001,L003062,2022-01-24,Settlement,36581.09,36581.09,0,0,SETTLE-003062
REC003068001,L003068,2023-08-25,Settlement,6441.3,6441.3,0,0,SETTLE-003068
REC003069001,L003069,2023-03-25,Settlement,46337.72,46337.72,0,0,SETTLE-003069
REC003070001,L003070,2023-02-25,Settlement,59232.44,59232.44,0,0,SETTLE-003070
REC003072001,L003072,2022-11-25,Settlement,1628.34,1628.34,0,0,SETTLE-003072
REC003080001,L003080,2023-07-26,Settlement,11515.84,11515.84,0,0,SETTLE-003080
REC003085001,L003085,2024-03-26,Settlement,30837.93,30837.93,0,0,SETTLE-003085
REC003087001,L003087,2025-10-27,Settlement,7215.89,7215.89,0,0,SETTLE-003087
REC003099001,L003099,2023-08-27,Settlement,22355.56,22355.56,0,0,SETTLE-003099
REC003101001,L003101,2023-12-27,Settlement,178459.98,178459.98,0,0,SETTLE-003101
REC003105001,L003105,2022-09-28,Settlement,4155.18,4155.18,0,0,SETTLE-003105
REC003109001,L003109,2022-03-28,Settlement,120056.69,120056.69,0,0,SETTLE-003109
REC003120001,L003120,2022-04-29,Settlement,19359.6,19359.6,0,0,SETTLE-003120
REC003122001,L003122,2023-06-29,Settlement,16470.79,16470.79,0,0,SETTLE-003122
REC003130001,L003130,2022-08-30,Settlement,100636.12,100636.12,0,0,SETTLE-003130
REC003131001,L003131,2021-12-30,Settlement,27673.97,27673.97,0,0,SETTLE-003131
REC003146001,L003146,2023-01-01,Settlement,75649.03,75649.03,0,0,SETTLE-003146
REC003148001,L003148,2022-05-02,Settlement,68947.06,68947.06,0,0,SETTLE-003148
REC003149001,L003149,2022-03-04,Settlement,181320.32,181320.32,0,0,SETTLE-003149
REC003163001,L003163,2023-06-02,Settlement,53719.98,53719.98,0,0,SETTLE-003163
REC003174001,L003174,2022-12-04,Settlement,32199.49,32199.49,0,0,SETTLE-003174
REC003176001,L003176,2022-01-04,Settlement,34655.03,34655.03,0,0,SETTLE-003176
REC003185001,L003185,2022-07-05,Settlement,96996.97,96996.97,0,0,SETTLE-003185
REC003186001,L003186,2023-11-04,Settlement,18896.79,18896.79,0,0,SETTLE-003186
REC003202001,L003202,2022-07-07,Settlement,193304.49,193304.49,0,0,SETTLE-003202
REC003206001,L003206,2023-05-07,Settlement,42639.93,42639.93,0,0,SETTLE-003206
REC003209001,L003209,2024-05-13,Collateral Liquidation,339919.78,149357.49,190562.29,0,COLL003209
REC003214001,L003214,2024-01-07,Settlement,27158.44,27158.44,0,0,SETTLE-003214
REC003217001,L003217,2022-04-07,Settlement,117190.96,117190.96,0,0,SETTLE-003217
REC003229001,L003229,2022-05-08,Settlement,21109.86,21109.86,0,0,SETTLE-003229
REC003233001,L003233,2022-02-08,Settlement,106532.19,106532.19,0,0,SETTLE-003233
REC003235001,L003235,2022-02-08,Settlement,88602.89,88602.89,0,0,SETTLE-003235
REC003238001,L003238,2023-05-29,Legal Recovery,802.62,802.62,0,0,LEGAL-003238
REC003240001,L003240,2023-01-08,Settlement,22677.37,22677.37,0,0,SETTLE-003240
REC003245001,L003245,2023-02-09,Settlement,92643.62,92643.62,0,0,SETTLE-003245
REC003257001,L003257,2024-01-05,Legal Recovery,7564.18,7564.18,0,0,LEGAL-003257
REC003258001,L003258,2022-09-15,Legal Recovery,24894.24,24894.24,0,0,LEGAL-003258
REC003266001,L003266,2024-04-11,Settlement,3561.77,3561.77,0,0,SETTLE-003266
REC003276001,L003276,2022-02-12,Settlement,106061.82,106061.82,0,0,SETTLE-003276
REC003291001,L003291,2022-07-30,Legal Recovery,11303.79,11303.79,0,0,LEGAL-003291
REC003292001,L003292,2022-09-13,Settlement,52476.33,52476.33,0,0,SETTLE-003292
REC003293001,L003293,2026-02-13,Settlement,1558.72,1558.72,0,0,SETTLE-003293
REC003294001,L003294,2023-01-14,Settlement,37222.76,37222.76,0,0,SETTLE-003294
REC003308001,L003308,2023-07-16,Settlement,62473.07,62473.07,0,0,SETTLE-003308
REC003311001,L003311,2024-05-19,Legal Recovery,4808.77,4808.77,0,0,LEGAL-003311
REC003319001,L003319,2022-06-18,Settlement,141900.65,141900.65,0,0,SETTLE-003319
REC003323001,L003323,2023-05-20,Collateral Liquidation,126692.33,61252.16,65440.17,0,COLL003323
REC003325001,L003325,2022-10-18,Settlement,16770.22,16770.22,0,0,SETTLE-003325
REC003330001,L003330,2022-09-18,Settlement,8985.22,8985.22,0,0,SETTLE-003330
REC003332001,L003332,2022-06-18,Settlement,139796.52,139796.52,0,0,SETTLE-003332
REC003342001,L003342,2023-02-19,Settlement,40642.17,40642.17,0,0,SETTLE-003342
REC003343001,L003343,2024-11-20,Settlement,59300.52,59300.52,0,0,SETTLE-003343
REC003345001,L003345,2022-04-30,Legal Recovery,25136.82,25136.82,0,0,LEGAL-003345
REC003348001,L003348,2023-09-20,Settlement,18771.95,18771.95,0,0,SETTLE-003348
