customer_id,age,gender,governorate,city,employment_type,job,employment_length_months,monthly_income,home_ownership,customer_segment,credit_score
C000268,63,Female,Alexandria,Sidi Gaber,Private Sector,Engineer,325,39244.39,Rented,Mass Affluent,661
C000269,64,Female,Cairo,Maadi,Private Sector,Accountant,81,14098.2,Rented,Mass,502
C000270,55,Female,Sharqia,Zagazig,Government,Teacher,6,12200.04,Family-Owned,Mass,592
C000271,59,Female,Cairo,Maadi,Self-Employed,Lawyer,47,30061.81,Family-Owned,Mass,501
C000272,40,Female,Cairo,Maadi,Business Owner,Retail Shop Owner,194,22862.4,Family-Owned,SME Owner,651
C000273,31,Male,Dakahlia,Mansoura,Government,Civil Servant,50,12562.33,Rented,Affluent,663
C000274,37,Female,Giza,Dokki,Government,Teacher,28,8546.61,Rented,Mass,544
C000275,65,Female,Cairo,Heliopolis,Private Sector,Sales Representative,302,13109.48,Owned,Mass,578
C000276,51,Male,Sharqia,Zagazig,Government,Police Officer,239,12509.26,Rented,Mass Affluent,570
C000277,37,Male,Qalyubia,Banha,Self-Employed,Doctor,190,33302.58,Family-Owned,Mass,701
C000278,58,Male,Cairo,New Cairo,Private Sector,Engineer,378,31476.08,Family-Owned,Mass Affluent,651
C000279,57,Male,Giza,Mohandessin,Private Sector,Engineer,292,27229.89,Rented,Mass,632
C000280,45,Female,Cairo,New Cairo,Private Sector,Sales Representative,243,55635.06,Family-Owned,Mass,783
C000281,32,Female,Alexandria,Miami,Private Sector,Bank Employee,99,29268.32,Rented,Mass,533
C000282,59,Male,Sharqia,Zagazig,Private Sector,IT Specialist,6,37729.55,Owned,Mass,680
C000283,42,Male,Beheira,Damanhur,Private Sector,IT Specialist,61,35384.4,Owned,Mass,605
C000284,24,Female,Gharbia,Al-Mahalla,Self-Employed,Doctor,24,24081.74,Rented,Mass,541
C000285,35,Male,Gharbia,Al-Mahalla,Self-Employed,Doctor,108,34544.22,Rented,Mass,675
C000286,54,Male,Minya,Minya City,Government,Civil Servant,261,14250.08,Rented,Mass,677
C000287,59,Female,Alexandria,Miami,Government,Civil Servant,279,14735.81,Rented,Mass Affluent,529
C000288,43,Female,Beheira,Damanhur,Self-Employed,Contractor,297,17942.97,Family-Owned,Mass,653
C000289,57,Female,Cairo,New Cairo,Government,Teacher,270,16533.11,Owned,Mass Affluent,624
C000290,34,Female,Alexandria,Miami,Business Owner,Trading Business Owner,108,75784.96,Family-Owned,SME Owner,691
C000291,35,Male,Dakahlia,Mansoura,Self-Employed,Freelance Consultant,117,64362.83,Owned,Affluent,732
C000292,48,Male,Qalyubia,Shubra El-Kheima,Private Sector,Bank Employee,48,14894.57,Family-Owned,Mass,550
C000293,21,Male,Dakahlia,Mansoura,Private Sector,IT Specialist,15,40806.65,Family-Owned,Mass Affluent,578
C000294,46,Female,Alexandria,Sidi Gaber,Government,Police Officer,183,13102.58,Rented,Affluent,708
C000295,35,Female,Giza,Dokki,Private Sector,Sales Representative,158,17434.47,Rented,Affluent,677
C000296,57,Male,Cairo,Nasr City,Private Sector,IT Specialist,250,38250.66,Owned,Mass,600
C000297,41,Female,Sharqia,10th of Ramadan,Private Sector,Engineer,214,10735.41,Owned,Affluent,518
C000298,52,Male,Qalyubia,Banha,Government,Civil Servant,380,12110.82,Rented,Mass,639
C000299,60,Male,Qalyubia,Shubra El-Kheima,Private Sector,IT Specialist,6,51597.52,Rented,Mass Affluent,627
C000300,38,Female,Alexandria,Sidi Gaber,Business Owner,Restaurant Owner,104,69117.61,Owned,SME Owner,629
C000301,50,Female,Giza,6th of October,Private Sector,Engineer,64,42052.59,Owned,Mass,640
C000302,48,Male,Alexandria,Sidi Gaber,Private Sector,IT Specialist,110,28954.46,Owned,Mass,778
C000303,36,Female,Cairo,Nasr City,Self-Employed,Lawyer,145,47190.99,Owned,Mass,788
C000304,37,Female,Beheira,Damanhur,Self-Employed,Lawyer,146,24443.13,Family-Owned,Mass,606
C000305,37,Female,Sharqia,Zagazig,Private Sector,Bank Employee,91,48663.72,Rented,Mass,662
C000306,60,Male,Assiut,Assiut City,Self-Employed,Contractor,149,21445.9,Family-Owned,Mass,665
C000307,35,Female,Cairo,Zamalek,Government,Police Officer,83,13033.94,Rented,Affluent,613
C000308,22,Male,Cairo,Nasr City,Private Sector,Engineer,11,48234.74,Rented,Mass,587
C000309,54,Female,Alexandria,Smouha,Government,Public Health Worker,394,17043.47,Owned,Mass Affluent,767
C000310,55,Female,Gharbia,Al-Mahalla,Self-Employed,Contractor,142,34684.24,Family-Owned,Mass Affluent,652
C000311,55,Female,Giza,Dokki,Business Owner,Trading Business Owner,119,82473.57,Family-Owned,SME Owner,683
C000312,65,Female,Cairo,Heliopolis,Private Sector,Accountant,254,10284.04,Owned,Mass Affluent,539
C000313,62,Male,Qalyubia,Shubra El-Kheima,Private Sector,Engineer,202,14191.9,Owned,Mass Affluent,609
C000314,28,Male,Giza,Mohandessin,Government,Police Officer,84,10827.14,Owned,Mass,535
C000315,38,Female,Alexandria,Miami,Business Owner,Trading Business Owner,35,82504.79,Family-Owned,SME Owner,662
C000316,42,Female,Cairo,Zamalek,Private Sector,Accountant,44,52674.88,Owned,Mass Affluent,621
C000317,28,Male,Giza,6th of October,Self-Employed,Freelance Consultant,101,39605.92,Rented,Mass,619
C000318,33,Male,Qalyubia,Shubra El-Kheima,Government,Police Officer,95,20911.77,Owned,Mass Affluent,600
C000319,21,Male,Dakahlia,Mansoura,Private Sector,Engineer,5,26132.64,Owned,Mass,472
C000320,65,Female,Dakahlia,Mansoura,Government,Civil Servant,277,8133.82,Family-Owned,Mass,497
C000321,37,Male,Cairo,Maadi,Private Sector,Engineer,13,32848.47,Family-Owned,Mass,484
C000322,49,Female,Alexandria,Sidi Gaber,Government,Civil Servant,154,17683.2,Owned,Mass,710
C000323,41,Male,Alexandria,Sidi Gaber,Self-Employed,Doctor,35,46281.74,Owned,Mass,578
C000324,23,Male,Qalyubia,Banha,Private Sector,Accountant,56,32826.63,Family-Owned,Mass Affluent,649
C000325,62,Male,Minya,Minya City,Government,Civil Servant,254,13885.57,Rented,Mass,594
C000326,34,Female,Alexandria,Smouha,Self-Employed,Freelance Consultant,135,16960.46,Family-Owned,Affluent,536
C000327,64,Female,Alexandria,Sidi Gaber,Self-Employed,Lawyer,237,60865.01,Owned,Mass,773
C000328,41,Female,Cairo,New Cairo,Business Owner,Restaurant Owner,193,33427.94,Owned,SME Owner,601
C000329,49,Male,Cairo,Heliopolis,Private Sector,IT Specialist,206,43192.71,Owned,Mass Affluent,678
C000330,43,Male,Dakahlia,Mansoura,Government,Public Health Worker,82,8333.16,Family-Owned,Mass,522
C000331,51,Female,Cairo,Heliopolis,Self-Employed,Lawyer,91,28665.03,Owned,Mass Affluent,522
C000332,47,Male,Giza,6th of October,Private Sector,IT Specialist,64,53418.36,Family-Owned,Mass,772
C000333,30,Female,Giza,Sheikh Zayed,Private Sector,Engineer,15,31875.93,Owned,Mass,502
C000334,53,Male,Cairo,New Cairo,Government,Public Health Worker,225,8779.18,Rented,Mass,612
C000335,41,Female,Giza,Dokki,Government,Public Health Worker,48,9115.23,Rented,Mass,495
C000336,23,Male,Cairo,Nasr City,Private Sector,IT Specialist,55,29080.29,Owned,Mass Affluent,696
C000337,21,Male,Cairo,New Cairo,Self-Employed,Lawyer,24,45887.41,Owned,Mass,617
C000338,45,Female,Cairo,Zamalek,Private Sector,Accountant,301,28205.39,Family-Owned,Mass,564
C000339,27,Male,Alexandria,Sidi Gaber,Private Sector,Sales Representative,5,24482.27,Owned,Mass,617
C000340,56,Female,Giza,Mohandessin,Government,Public Health Worker,367,6304.13,Owned,Mass Affluent,518
C000341,53,Female,Dakahlia,Mansoura,Private Sector,Engineer,144,27678.48,Rented,Affluent,646
C000342,45,Male,Suez,Suez City,Private Sector,Accountant,269,38798.7,Family-Owned,Mass,734
C000343,29,Female,Sharqia,Zagazig,Private Sector,Engineer,82,21497.57,Owned,Mass,617
C000344,22,Male,Assiut,Assiut City,Self-Employed,Doctor,23,16533.3,Owned,Mass,528
C000345,59,Male,Cairo,Zamalek,Government,Police Officer,293,16957.42,Owned,Mass Affluent,594
C000346,51,Male,Assiut,Assiut City,Self-Employed,Contractor,73,23375.89,Owned,Mass Affluent,594
C000347,32,Male,Cairo,Zamalek,Self-Employed,Freelance Consultant,115,36973.23,Family-Owned,Mass,704
C000348,50,Female,Gharbia,Tanta,Private Sector,IT Specialist,24,46884.78,Owned,Mass,631
C000349,50,Male,Cairo,Zamalek,Self-Employed,Lawyer,88,55277.23,Owned,Mass,703
C000350,49,Male,Alexandria,Miami,Private Sector,Sales Representative,15,15245.73,Owned,Mass Affluent,609
C000351,26,Male,Gharbia,Tanta,Self-Employed,Freelance Consultant,17,62363.98,Family-Owned,Mass,674
C000352,32,Male,Qalyubia,Banha,Government,Civil Servant,16,9884.21,Rented,Affluent,424
C000353,21,Male,Alexandria,Smouha,Private Sector,Sales Representative,32,20718.09,Family-Owned,Mass,544
C000354,60,Female,Sharqia,Zagazig,Government,Police Officer,324,19835.09,Owned,Mass,721
C000355,24,Female,Sharqia,Zagazig,Private Sector,Accountant,16,22102.95,Rented,Mass Affluent,553
C000356,25,Male,Cairo,Nasr City,Private Sector,IT Specialist,57,29333.22,Owned,Mass Affluent,620
C000357,39,Male,Giza,Mohandessin,Private Sector,Bank Employee,112,30918.21,Family-Owned,Mass,627
C000358,39,Male,Port Said,Port Said City,Self-Employed,Doctor,52,27719.59,Owned,Mass,510
C000359,65,Male,Gharbia,Tanta,Government,Civil Servant,147,11869.23,Family-Owned,Mass,615
C000360,42,Female,Alexandria,Sidi Gaber,Self-Employed,Doctor,176,49649.77,Rented,Mass,596
C000361,54,Male,Qalyubia,Shubra El-Kheima,Business Owner,Retail Shop Owner,156,55372.28,Rented,SME Owner,685
C000362,42,Male,Qalyubia,Shubra El-Kheima,Government,Teacher,195,13832.08,Family-Owned,Mass,612
C000363,52,Male,Cairo,Heliopolis,Government,Teacher,124,13338.14,Rented,Mass Affluent,690
C000364,33,Female,Dakahlia,Mansoura,Self-Employed,Doctor,90,51166.96,Owned,Mass,625
C000365,21,Male,Alexandria,Sidi Gaber,Self-Employed,Freelance Consultant,22,40676.9,Family-Owned,Mass,607
C000366,39,Male,Cairo,Nasr City,Private Sector,Engineer,73,25180.73,Owned,Mass Affluent,513
C000367,56,Female,Cairo,Heliopolis,Government,Police Officer,166,8337.67,Family-Owned,Mass,563
C000368,27,Female,Qalyubia,Shubra El-Kheima,Business Owner,Retail Shop Owner,52,32117.8,Family-Owned,SME Owner,572
C000369,63,Female,Cairo,Zamalek,Private Sector,Engineer,417,23058.05,Owned,Mass,557
C000370,30,Female,Alexandria,Smouha,Government,Civil Servant,69,12519.93,Owned,Mass,523
C000371,39,Female,Gharbia,Tanta,Private Sector,Engineer,199,23652.03,Owned,Mass Affluent,642
C000372,60,Female,Dakahlia,Mansoura,Private Sector,Engineer,127,32405.01,Rented,Mass,577
C000373,32,Female,Cairo,Zamalek,Private Sector,Engineer,22,33798.1,Owned,Affluent,636
C000374,26,Female,Giza,Sheikh Zayed,Private Sector,Accountant,30,48076.83,Owned,Mass Affluent,679
C000375,48,Male,Cairo,New Cairo,Government,Police Officer,179,10735.54,Rented,Mass,462
C000376,36,Male,Giza,Mohandessin,Self-Employed,Freelance Consultant,113,50848.71,Family-Owned,Mass,606
C000377,47,Female,Minya,Minya City,Private Sector,Sales Representative,81,19264.51,Rented,Mass,650
C000378,60,Male,Cairo,Zamalek,Self-Employed,Contractor,95,23268.73,Family-Owned,Mass,668
C000379,47,Female,Giza,Sheikh Zayed,Self-Employed,Lawyer,282,63120.27,Rented,Mass,705
C000380,54,Male,Cairo,New Cairo,Private Sector,Accountant,315,12173.73,Rented,Mass,506
C000381,21,Female,Giza,6th of October,Business Owner,Restaurant Owner,33,47847.7,Owned,SME Owner,715
C000382,24,Male,Gharbia,Tanta,Self-Employed,Lawyer,63,33715.18,Owned,Mass,631
C000383,37,Male,Qalyubia,Banha,Self-Employed,Lawyer,36,49261.99,Family-Owned,Mass,679
C000384,23,Male,Giza,Sheikh Zayed,Private Sector,Bank Employee,24,22148.59,Owned,Mass,660
C000385,24,Female,Gharbia,Tanta,Government,Police Officer,36,10558.47,Family-Owned,Mass Affluent,537
C000386,45,Male,Giza,6th of October,Government,Public Health Worker,164,6548.99,Owned,Mass,580
C000387,50,Female,Giza,Mohandessin,Government,Public Health Worker,348,15327.93,Owned,Mass,685
C000388,64,Male,Qalyubia,Banha,Government,Teacher,231,13647.24,Rented,Mass Affluent,647
C000389,28,Female,Dakahlia,Mansoura,Business Owner,Restaurant Owner,93,46864.12,Rented,SME Owner,590
C000390,61,Female,Cairo,Nasr City,Private Sector,Accountant,235,20084.11,Owned,Mass,566
C000391,37,Male,Qalyubia,Banha,Private Sector,Accountant,211,21456.67,Family-Owned,Mass,552
C000392,37,Female,Sharqia,Zagazig,Business Owner,Restaurant Owner,29,106071.53,Rented,SME Owner,670
C000393,46,Female,Giza,Dokki,Government,Police Officer,297,5301.82,Family-Owned,Mass,669
C000394,42,Male,Cairo,Zamalek,Government,Police Officer,158,11635.7,Rented,Mass,594
C000395,45,Male,Alexandria,Sidi Gaber,Government,Teacher,100,15260.96,Family-Owned,Mass,657
C000396,55,Male,Port Said,Port Said City,Private Sector,Accountant,332,15930.67,Owned,Mass,596
C000397,62,Female,Gharbia,Tanta,Private Sector,Engineer,344,19240.3,Rented,Mass,661
C000398,23,Male,Giza,Dokki,Business Owner,Restaurant Owner,18,85645.27,Family-Owned,SME Owner,712
C000399,27,Male,Giza,Sheikh Zayed,Self-Employed,Freelance Consultant,17,45815.25,Owned,Affluent,585
C000400,42,Male,Alexandria,Miami,Self-Employed,Doctor,35,20656.35,Owned,Mass,539
C000401,31,Female,Giza,Sheikh Zayed,Government,Public Health Worker,7,5511.02,Family-Owned,Mass,461
C000402,60,Male,Qalyubia,Shubra El-Kheima,Government,Civil Servant,357,6861.02,Owned,Mass,522
C000403,60,Female,Qalyubia,Banha,Government,Teacher,188,18105.5,Owned,Mass,717
C000404,63,Male,Qalyubia,Shubra El-Kheima,Private Sector,Engineer,25,16951.33,Owned,Mass Affluent,460
C000405,52,Male,Giza,Mohandessin,Government,Teacher,266,7377.53,Family-Owned,Mass Affluent,587
C000406,33,Male,Qalyubia,Banha,Government,Public Health Worker,99,14542.03,Family-Owned,Mass,665
C000407,33,Male,Beheira,Damanhur,Private Sector,Sales Representative,88,29761.36,Family-Owned,Mass Affluent,632
C000408,57,Female,Qalyubia,Banha,Self-Employed,Doctor,286,54920.79,Rented,Mass Affluent,741
C000409,51,Female,Alexandria,Smouha,Business Owner,Retail Shop Owner,378,40722.74,Owned,SME Owner,617
C000410,43,Male,Cairo,Zamalek,Business Owner,Retail Shop Owner,154,85190.65,Rented,SME Owner,604
C000411,29,Female,Cairo,Nasr City,Business Owner,Trading Business Owner,106,30170.48,Family-Owned,SME Owner,553
C000412,65,Female,Cairo,Heliopolis,Private Sector,Sales Representative,316,19250.56,Rented,Mass,537
C000413,44,Male,Cairo,Heliopolis,Private Sector,Accountant,190,31887.55,Owned,Mass,513
C000414,41,Female,Alexandria,Smouha,Self-Employed,Doctor,183,36549.79,Family-Owned,Mass,661
C000415,64,Male,Alexandria,Smouha,Private Sector,Sales Representative,357,51207.08,Family-Owned,Mass,750
C000416,52,Male,Alexandria,Sidi Gaber,Government,Civil Servant,80,18527.86,Owned,Mass,662
C000417,54,Male,Alexandria,Sidi Gaber,Self-Employed,Doctor,333,24657.86,Family-Owned,Mass Affluent,562
C000418,31,Male,Cairo,Heliopolis,Self-Employed,Lawyer,69,30403.97,Family-Owned,Mass,611
C000419,32,Male,Cairo,Nasr City,Self-Employed,Lawyer,47,47413.11,Rented,Mass,577
C000420,63,Female,Cairo,Zamalek,Private Sector,Accountant,165,25959.31,Rented,Affluent,652
C000421,62,Male,Assiut,Assiut City,Government,Police Officer,364,8572.45,Family-Owned,Mass Affluent,622
C000422,60,Male,Qalyubia,Banha,Private Sector,IT Specialist,115,42889.99,Rented,Mass Affluent,664
C000423,64,Male,Cairo,Heliopolis,Government,Public Health Worker,346,11029.62,Family-Owned,Mass Affluent,567
C000424,40,Male,Suez,Suez City,Government,Police Officer,231,17756.36,Family-Owned,Mass,713
C000425,51,Female,Gharbia,Tanta,Government,Police Officer,271,7711.53,Owned,Mass Affluent,570
C000426,52,Female,Qalyubia,Banha,Self-Employed,Lawyer,289,53380.31,Family-Owned,Mass Affluent,755
C000427,22,Male,Giza,6th of October,Government,Civil Servant,10,17584.86,Family-Owned,Mass,619
C000428,58,Female,Cairo,Heliopolis,Self-Employed,Doctor,32,16593.49,Family-Owned,Affluent,513
C000429,54,Female,Dakahlia,Mansoura,Government,Police Officer,330,7865.02,Owned,Mass Affluent,540
C000430,29,Male,Cairo,Maadi,Self-Employed,Freelance Consultant,75,35532.33,Family-Owned,Mass Affluent,667
C000431,28,Male,Port Said,Port Said City,Private Sector,Accountant,107,34136.93,Owned,Mass,645
C000432,65,Male,Giza,Mohandessin,Self-Employed,Doctor,119,58521.45,Owned,Mass Affluent,661
C000433,23,Female,Cairo,Heliopolis,Private Sector,Sales Representative,7,14007.54,Owned,Mass,528
C000434,60,Male,Alexandria,Sidi Gaber,Private Sector,Bank Employee,126,20526.22,Owned,Mass,555
C000435,34,Female,Beheira,Damanhur,Business Owner,Retail Shop Owner,132,58288.89,Family-Owned,SME Owner,581
C000436,54,Female,Cairo,Zamalek,Government,Teacher,72,14945.31,Owned,Mass,623
C000437,35,Male,Minya,Minya City,Private Sector,IT Specialist,144,27105.34,Rented,Mass,725
C000438,63,Female,Cairo,Maadi,Private Sector,Bank Employee,349,15923.81,Owned,Affluent,600
C000439,28,Female,Qalyubia,Shubra El-Kheima,Government,Public Health Worker,32,19500.39,Rented,Mass Affluent,711
C000440,38,Female,Cairo,Nasr City,Business Owner,Restaurant Owner,40,34070.9,Rented,SME Owner,540
C000441,45,Female,Cairo,New Cairo,Private Sector,Engineer,312,30923.7,Rented,Mass Affluent,676
C000442,42,Female,Minya,Minya City,Private Sector,Bank Employee,279,48041.28,Family-Owned,Mass Affluent,799
C000443,32,Female,Giza,Dokki,Private Sector,Accountant,145,34834.18,Family-Owned,Mass,594
C000444,53,Female,Giza,Dokki,Private Sector,Engineer,31,28410.51,Family-Owned,Mass,568
C000445,22,Male,Giza,Mohandessin,Private Sector,Bank Employee,43,27025.02,Owned,Mass Affluent,483
C000446,42,Male,Qalyubia,Shubra El-Kheima,Self-Employed,Freelance Consultant,89,11159.84,Owned,Mass Affluent,478
C000447,57,Female,Cairo,Zamalek,Business Owner,Trading Business Owner,202,43787.95,Family-Owned,SME Owner,626
C000448,33,Female,Cairo,Heliopolis,Private Sector,IT Specialist,130,46126.38,Owned,Affluent,647
C000449,58,Female,Giza,6th of October,Self-Employed,Freelance Consultant,51,37303.03,Rented,Mass Affluent,571
C000450,33,Male,Cairo,Nasr City,Private Sector,Sales Representative,109,26389.36,Family-Owned,Mass,721
C000451,63,Female,Assiut,Assiut City,Private Sector,Engineer,383,22714.59,Family-Owned,Mass,639
C000452,41,Male,Cairo,New Cairo,Self-Employed,Contractor,35,49648.96,Owned,Mass,659
C000453,40,Male,Cairo,Heliopolis,Government,Civil Servant,240,13518.05,Owned,Mass,674
C000454,52,Male,Beheira,Damanhur,Private Sector,Accountant,403,16005.64,Rented,Mass Affluent,510
C000455,36,Female,Qalyubia,Shubra El-Kheima,Private Sector,Engineer,31,41796.25,Family-Owned,Mass,560
C000456,45,Male,Beheira,Damanhur,Private Sector,Bank Employee,123,19296.1,Family-Owned,Mass,536
C000457,51,Male,Giza,Dokki,Private Sector,IT Specialist,352,21184.26,Rented,Mass Affluent,699
C000458,40,Male,Suez,Suez City,Government,Public Health Worker,188,13898.4,Owned,Affluent,615
C000459,49,Female,Cairo,Nasr City,Government,Civil Servant,326,9942.24,Rented,Affluent,548
C000460,31,Male,Gharbia,Al-Mahalla,Self-Employed,Freelance Consultant,69,32627.26,Family-Owned,Mass Affluent,611
C000461,21,Female,Cairo,Maadi,Private Sector,Engineer,28,17978.55,Rented,Mass Affluent,567
C000462,37,Male,Beheira,Damanhur,Self-Employed,Doctor,47,46763.4,Owned,Mass,578
C000463,33,Male,Cairo,Nasr City,Business Owner,Trading Business Owner,70,72288.27,Rented,SME Owner,679
C000464,50,Male,Dakahlia,Mansoura,Self-Employed,Contractor,347,46545.74,Owned,Mass,737
C000465,59,Female,Giza,6th of October,Private Sector,Engineer,113,35980.85,Owned,Mass,657
C000466,29,Male,Cairo,New Cairo,Government,Public Health Worker,85,10283.39,Owned,Mass,667
C000467,59,Female,Giza,Dokki,Private Sector,Sales Representative,346,25119.41,Family-Owned,Mass,489
C000468,54,Female,Beheira,Damanhur,Government,Police Officer,224,14650.63,Family-Owned,Affluent,653
C000469,60,Male,Suez,Suez City,Business Owner,Trading Business Owner,392,39257.44,Owned,SME Owner,638
C000470,50,Male,Port Said,Port Said City,Private Sector,Engineer,226,16136.94,Family-Owned,Mass,629
C000471,34,Female,Minya,Minya City,Government,Teacher,75,9303.52,Family-Owned,Affluent,497
