collection_id,loan_id,collection_date,collection_stage,action_type,contact_attempt_number,collection_status,promise_to_pay_flag,promise_amount,promise_date
COL000100006,L000100,2022-11-02,Early,SMS,6,Escalated,TRUE,7110.04,2022-11-10
COL000101001,L000101,2021-03-21,Mid,Phone Call,1,No Response,FALSE,,
COL000101002,L000101,2021-04-27,Mid,Phone Call,2,Promise Made,FALSE,,
COL000101003,L000101,2021-08-23,Early,SMS,3,No Response,FALSE,,
COL000101004,L000101,2021-10-30,Early,SMS,4,Escalated,FALSE,,
COL000101005,L000101,2021-12-03,Mid,Phone Call,5,No Response,FALSE,,
COL000101006,L000101,2022-01-04,Mid,Phone Call,6,No Response,FALSE,,
COL000101007,L000101,2022-05-26,Early,SMS,7,No Response,FALSE,,
COL000101008,L000101,2022-06-27,Early,SMS,8,Escalated,FALSE,,
COL000101009,L000101,2022-08-03,Early,SMS,9,Promise Made,TRUE,17298.03,2022-08-12
COL000101010,L000101,2022-09-30,Early,SMS,10,Promise Made,FALSE,,
COL000102001,L000102,2021-02-28,Early,SMS,1,Contacted,FALSE,,
COL000102002,L000102,2022-08-28,Early,SMS,2,No Response,FALSE,,
COL000103001,L000103,2021-03-21,Early,SMS,1,No Response,FALSE,,
COL000103002,L000103,2021-07-01,Early,SMS,2,Escalated,FALSE,,
COL000103003,L000103,2021-08-31,Early,SMS,3,Promise Made,TRUE,14118.07,2021-09-14
COL000103004,L000103,2021-09-21,Early,SMS,4,Escalated,FALSE,,
COL000103005,L000103,2022-05-05,Early,SMS,5,Promise Made,FALSE,,
COL000103006,L000103,2022-08-26,Legal,Legal Action,6,Contacted,FALSE,,
COL000103007,L000103,2023-07-05,Early,SMS,1,No Response,FALSE,,
COL000104001,L000104,2022-03-01,Early,SMS,1,Contacted,FALSE,,
COL000105001,L000105,2021-12-02,Mid,Phone Call,1,Escalated,FALSE,,
COL000105002,L000105,2021-12-21,Early,SMS,2,No Response,TRUE,4384.65,2022-01-12
COL000105003,L000105,2022-01-24,Mid,Phone Call,3,Promise Made,FALSE,,
COL000106001,L000106,2021-04-22,Early,SMS,1,No Response,FALSE,,
COL000107001,L000107,2021-03-02,Legal,Legal Action,1,Promise Made,TRUE,14540.73,2021-03-10
COL000108001,L000108,2022-09-27,Early,SMS,1,Escalated,TRUE,1994.14,2022-10-13
COL000108002,L000108,2023-08-25,Early,SMS,2,Escalated,FALSE,,
COL000108003,L000108,2023-10-01,Early,SMS,3,Contacted,FALSE,,
COL000108004,L000108,2023-11-01,Early,SMS,4,Promise Made,TRUE,1994.14,2023-11-14
COL000108005,L000108,2024-10-01,Early,SMS,5,Contacted,FALSE,,
COL000109001,L000109,2021-06-30,Early,SMS,1,Promise Made,FALSE,,
COL000110001,L000110,2021-02-24,Legal,Legal Action,1,Contacted,FALSE,,
COL000111001,L000111,2021-05-31,Early,SMS,1,No Response,TRUE,5001.78,2021-06-11
COL000111002,L000111,2021-08-22,Legal,Legal Action,2,No Response,FALSE,,
COL000112001,L000112,2021-10-03,Early,SMS,1,Contacted,TRUE,5133.21,2021-10-16
COL000112002,L000112,2022-05-28,Legal,Legal Action,2,Promise Made,FALSE,,
COL000113001,L000113,2021-02-28,Mid,Phone Call,1,Contacted,TRUE,8735.05,2021-03-09
COL000113002,L000113,2021-08-01,Early,SMS,2,Escalated,TRUE,8735.05,2021-08-11
COL000113003,L000113,2021-09-27,Early,SMS,3,Contacted,TRUE,8735.05,2021-10-09
COL000113004,L000113,2021-11-04,Early,SMS,4,Escalated,FALSE,,
COL000113005,L000113,2022-01-02,Early,SMS,5,Contacted,FALSE,,
COL000113006,L000113,2022-05-29,Legal,Legal Action,6,Promise Made,FALSE,,
COL000113007,L000113,2023-05-29,Early,SMS,1,No Response,FALSE,,
COL000113008,L000113,2023-07-27,Early,SMS,2,Escalated,TRUE,6704.75,2023-08-08
COL000113009,L000113,2023-10-06,Legal,Legal Action,3,Contacted,FALSE,,
COL000113010,L000113,2023-12-05,Mid,Phone Call,1,Contacted,FALSE,,
COL000113011,L000113,2024-03-25,Early,SMS,2,Contacted,FALSE,,
COL000113012,L000113,2024-06-04,Legal,Legal Action,3,Contacted,FALSE,,
COL000113013,L000113,2024-07-04,Legal,Legal Action,4,No Response,FALSE,,
COL000114001,L000114,2021-04-02,Mid,Phone Call,1,Promise Made,FALSE,,
COL000114002,L000114,2021-07-22,Legal,Legal Action,2,No Response,FALSE,,
COL000114003,L000114,2021-10-01,Legal,Legal Action,1,Contacted,TRUE,8172.29,2021-10-09
COL000115001,L000115,2021-08-24,Early,SMS,1,No Response,FALSE,,
COL000115002,L000115,2021-10-06,Early,SMS,2,Escalated,TRUE,2734.7,2021-10-08
COL000115003,L000115,2022-07-02,Legal,Legal Action,3,Contacted,FALSE,,
COL000116001,L000116,2021-03-06,Early,SMS,1,Promise Made,TRUE,7056.13,2021-03-14
COL000116002,L000116,2021-03-26,Legal,Legal Action,2,No Response,TRUE,7056.13,2021-04-15
COL000117001,L000117,2021-07-01,Early,SMS,1,Promise Made,TRUE,2098.55,2021-07-08
COL000118001,L000118,2021-08-04,Early,SMS,1,Promise Made,TRUE,2818.42,2021-08-09
COL000118002,L000118,2023-04-03,Early,SMS,2,Promise Made,FALSE,,
COL000119001,L000119,2021-09-01,Early,SMS,1,Contacted,FALSE,,
COL000119002,L000119,2022-09-26,Early,SMS,2,Promise Made,FALSE,,
COL000119003,L000119,2023-08-01,Early,SMS,3,Contacted,FALSE,,
COL000120001,L000120,2021-08-29,Early,SMS,1,Promise Made,FALSE,,
COL000120002,L000120,2021-09-24,Early,SMS,2,No Response,FALSE,,
COL000120003,L000120,2022-05-30,Early,SMS,3,Escalated,FALSE,,
COL000120004,L000120,2023-12-27,Early,SMS,4,Escalated,FALSE,,
COL000120005,L000120,2024-04-04,Early,SMS,5,Contacted,FALSE,,
COL000121001,L000121,2021-02-23,Legal,Legal Action,1,Promise Made,TRUE,4846.93,2021-03-15
COL000121002,L000121,2021-07-27,Early,SMS,1,Contacted,FALSE,,
COL000121003,L000121,2021-09-25,Early,SMS,2,Contacted,FALSE,,
COL000121004,L000121,2022-03-28,Early,SMS,3,Contacted,FALSE,,
COL000121005,L000121,2022-05-31,Early,SMS,4,No Response,TRUE,4135.65,2022-06-09
COL000121006,L000121,2022-07-04,Early,SMS,5,Contacted,TRUE,4135.65,2022-07-10
COL000121007,L000121,2022-07-22,Mid,Phone Call,6,Promise Made,TRUE,4135.65,2022-08-10
COL000121008,L000121,2022-08-24,Legal,Legal Action,7,Escalated,TRUE,4135.65,2022-09-15
COL000122001,L000122,2021-05-27,Early,SMS,1,Escalated,TRUE,6148.44,2021-06-06
COL000123001,L000123,2021-08-31,Early,SMS,1,Promise Made,FALSE,,
COL000123002,L000123,2021-12-26,Early,SMS,2,Escalated,FALSE,,
COL000123003,L000123,2022-11-04,Early,SMS,3,Contacted,FALSE,,
COL000123004,L000123,2023-01-25,Early,SMS,4,Contacted,TRUE,1477.35,2023-02-14
COL000123005,L000123,2024-04-30,Early,SMS,5,No Response,FALSE,,
COL000123006,L000123,2024-06-27,Early,SMS,6,Contacted,FALSE,,
COL000123007,L000123,2024-07-24,Early,SMS,7,Contacted,FALSE,,
COL000125001,L000125,2021-05-03,Early,SMS,1,No Response,FALSE,,
COL000125002,L000125,2021-11-06,Early,SMS,2,Escalated,FALSE,,
COL000125003,L000125,2022-01-29,Early,SMS,3,No Response,TRUE,2319.56,2022-02-10
COL000125004,L000125,2022-07-04,Early,SMS,4,Escalated,TRUE,2319.56,2022-07-13
COL000126001,L000126,2022-11-29,Early,SMS,1,Promise Made,TRUE,863.19,2022-12-08
COL000126002,L000126,2023-01-23,Early,SMS,2,Promise Made,FALSE,,
COL000126003,L000126,2023-04-28,Early,SMS,3,No Response,FALSE,,
COL000126004,L000126,2023-12-28,Early,SMS,4,Promise Made,TRUE,863.19,2024-01-12
COL000127001,L000127,2022-08-01,Early,SMS,1,Contacted,FALSE,,
COL000127002,L000127,2023-04-06,Early,SMS,2,Escalated,FALSE,,
COL000128001,L000128,2021-09-02,Early,SMS,1,Contacted,FALSE,,
COL000128002,L000128,2022-03-03,Early,SMS,2,Escalated,FALSE,,
COL000129001,L000129,2021-03-26,Legal,Legal Action,1,Escalated,FALSE,,
COL000130001,L000130,2021-04-04,Early,SMS,1,Contacted,FALSE,,
COL000130002,L000130,2021-06-03,Legal,Legal Action,2,Contacted,TRUE,4482.68,2021-06-14
COL000131001,L000131,2021-02-25,Early,SMS,1,No Response,FALSE,,
COL000131002,L000131,2021-06-02,Early,SMS,2,No Response,TRUE,6279.75,2021-06-09
COL000131003,L000131,2021-06-28,Legal,Legal Action,3,No Response,TRUE,6279.75,2021-07-13
COL000131004,L000131,2022-01-03,Early,SMS,1,Escalated,TRUE,3433.14,2022-01-09
COL000131005,L000131,2022-11-28,Early,SMS,2,Escalated,TRUE,3433.14,2022-12-11
COL000131006,L000131,2023-11-23,Early,SMS,3,Escalated,FALSE,,
COL000132001,L000132,2021-05-03,Early,SMS,1,Contacted,TRUE,7681.95,2021-05-15
COL000132002,L000132,2021-05-30,Early,SMS,2,No Response,FALSE,,
COL000132003,L000132,2021-09-29,Mid,Phone Call,3,Contacted,TRUE,7681.95,2021-10-10
COL000132004,L000132,2021-11-02,Mid,Phone Call,4,Escalated,FALSE,,
COL000132005,L000132,2021-11-26,Early,SMS,5,No Response,FALSE,,
COL000132006,L000132,2022-02-24,Mid,Phone Call,6,Promise Made,TRUE,7681.95,2022-03-14
COL000132007,L000132,2022-05-29,Early,SMS,7,Promise Made,FALSE,,
COL000132008,L000132,2022-10-31,Mid,Phone Call,8,No Response,TRUE,7681.95,2022-11-12
COL000132009,L000132,2022-11-30,Early,SMS,9,Contacted,FALSE,,
COL000132010,L000132,2023-02-02,Early,SMS,10,Promise Made,FALSE,,
COL000133001,L000133,2021-05-03,Early,SMS,1,Promise Made,FALSE,,
COL000133002,L000133,2021-11-23,Early,SMS,2,Escalated,FALSE,,
COL000133003,L000133,2022-03-28,Early,SMS,3,Promise Made,TRUE,1591.42,2022-04-07
COL000133004,L000133,2022-05-26,Early,SMS,4,Promise Made,FALSE,,
COL000133005,L000133,2023-07-28,Early,SMS,5,Contacted,FALSE,,
COL000133006,L000133,2024-04-04,Early,SMS,6,Promise Made,FALSE,,
COL000133007,L000133,2024-05-01,Early,SMS,7,Escalated,FALSE,,
COL000134001,L000134,2021-05-05,Early,SMS,1,Contacted,FALSE,,
COL000134002,L000134,2022-06-01,Early,SMS,2,No Response,TRUE,2252.47,2022-06-10
COL000136001,L000136,2022-03-26,Early,SMS,1,Escalated,FALSE,,
COL000137001,L000137,2021-11-25,Early,SMS,1,Contacted,FALSE,,
COL000138001,L000138,2021-10-01,Early,SMS,1,No Response,FALSE,,
COL000138002,L000138,2022-07-28,Early,SMS,2,Escalated,TRUE,5243.44,2022-08-08
COL000139001,L000139,2021-03-26,Early,SMS,1,No Response,TRUE,6319.43,2021-04-15
COL000139002,L000139,2021-05-07,Mid,Phone Call,2,No Response,TRUE,6319.43,2021-05-17
COL000139003,L000139,2021-06-06,Mid,Phone Call,3,Escalated,FALSE,,
COL000139004,L000139,2021-07-30,Legal,Legal Action,4,Promise Made,FALSE,,
COL000139005,L000139,2021-11-05,Early,SMS,1,Escalated,FALSE,,
COL000139006,L000139,2023-07-05,Early,SMS,2,Escalated,FALSE,,
COL000139007,L000139,2024-10-08,Early,SMS,3,No Response,FALSE,,
COL000140001,L000140,2021-11-06,Early,SMS,1,Escalated,TRUE,13414.53,2021-11-10
COL000141001,L000141,2021-10-27,Early,SMS,1,Contacted,FALSE,,
COL000141002,L000141,2022-05-01,Early,SMS,2,Escalated,FALSE,,
COL000141003,L000141,2022-06-26,Early,SMS,3,Escalated,FALSE,,
COL000141004,L000141,2022-11-29,Early,SMS,4,Escalated,FALSE,,
COL000141005,L000141,2023-07-29,Early,SMS,5,Promise Made,FALSE,,
COL000141006,L000141,2024-03-02,Legal,Legal Action,6,Escalated,FALSE,,
COL000142001,L000142,2021-03-08,Mid,Phone Call,1,Escalated,FALSE,,
COL000142002,L000142,2021-04-06,Legal,Legal Action,2,No Response,FALSE,,
COL000143001,L000143,2021-03-10,Early,SMS,1,Contacted,FALSE,,
COL000143002,L000143,2022-02-01,Early,SMS,2,Escalated,TRUE,751.08,2022-02-08
COL000143003,L000143,2022-11-06,Early,SMS,3,Escalated,FALSE,,
COL000144001,L000144,2021-06-06,Legal,Legal Action,1,No Response,FALSE,,
COL000144002,L000144,2021-08-07,Early,SMS,1,Promise Made,FALSE,,
COL000144003,L000144,2021-10-28,Early,SMS,2,Escalated,FALSE,,
COL000144004,L000144,2022-01-01,Early,SMS,3,No Response,TRUE,3399.62,2022-01-16
COL000144005,L000144,2022-03-07,Legal,Legal Action,4,Promise Made,FALSE,,
COL000145001,L000145,2021-08-07,Early,SMS,1,Escalated,FALSE,,
COL000145002,L000145,2022-02-28,Early,SMS,2,Escalated,TRUE,8199.48,2022-03-14
COL000146001,L000146,2021-07-03,Early,SMS,1,No Response,FALSE,,
COL000146002,L000146,2022-06-28,Early,SMS,2,Promise Made,FALSE,,
COL000146003,L000146,2022-10-28,Early,SMS,3,Contacted,TRUE,3135.92,2022-11-10
COL000146004,L000146,2023-02-26,Early,SMS,4,Escalated,FALSE,,
COL000147001,L000147,2021-02-28,Legal,Legal Action,1,Contacted,FALSE,,
COL000148001,L000148,2022-03-25,Early,SMS,1,No Response,FALSE,,
COL000148002,L000148,2022-08-27,Early,SMS,2,Escalated,TRUE,24957.02,2022-09-17
COL000148003,L000148,2023-07-07,Early,SMS,3,Contacted,FALSE,,
COL000148004,L000148,2023-10-07,Early,SMS,4,No Response,FALSE,,
COL000148005,L000148,2024-02-06,Early,SMS,5,Promise Made,FALSE,,
COL000149001,L000149,2021-04-25,Early,SMS,1,Contacted,FALSE,,
COL000149002,L000149,2022-12-30,Early,SMS,2,Contacted,TRUE,6955.61,2023-01-15
COL000149003,L000149,2023-07-05,Early,SMS,3,Contacted,FALSE,,
COL000149004,L000149,2024-01-25,Early,SMS,4,Contacted,FALSE,,
COL000150001,L000150,2023-02-26,Early,SMS,1,Contacted,FALSE,,
COL000150002,L000150,2023-04-03,Legal,Legal Action,2,Promise Made,FALSE,,
COL000151001,L000151,2021-02-27,Early,SMS,1,No Response,FALSE,,
COL000151002,L000151,2022-01-30,Early,SMS,2,Promise Made,FALSE,,
COL000151003,L000151,2022-03-12,Early,SMS,3,Contacted,FALSE,,
COL000151004,L000151,2022-12-09,Early,SMS,4,Escalated,FALSE,,
COL000152001,L000152,2021-05-03,Early,SMS,1,Escalated,TRUE,5611.97,2021-05-11
COL000152002,L000152,2022-10-08,Early,SMS,2,Contacted,FALSE,,
COL000153001,L000153,2021-03-29,Early,SMS,1,Escalated,FALSE,,
COL000153002,L000153,2021-10-29,Mid,Phone Call,2,No Response,FALSE,,
COL000153003,L000153,2021-12-27,Early,SMS,3,Contacted,TRUE,15300.61,2022-01-16
COL000153004,L000153,2022-04-27,Legal,Legal Action,4,Promise Made,FALSE,,
COL000154001,L000154,2021-03-29,Early,SMS,1,Contacted,TRUE,15037.82,2021-04-15
COL000154002,L000154,2022-01-09,Early,SMS,2,Contacted,FALSE,,
COL000154003,L000154,2022-03-12,Early,SMS,3,Escalated,FALSE,,
COL000154004,L000154,2022-06-05,Early,SMS,4,Promise Made,FALSE,,
COL000154005,L000154,2022-09-01,Early,SMS,5,Escalated,FALSE,,
COL000155001,L000155,2021-03-07,Mid,Phone Call,1,No Response,FALSE,,
COL000155002,L000155,2021-03-31,Early,SMS,2,No Response,FALSE,,
COL000155003,L000155,2021-05-30,Early,SMS,3,Promise Made,TRUE,6001.38,2021-06-18
COL000155004,L000155,2021-09-02,Mid,Phone Call,4,Escalated,FALSE,,
COL000155005,L000155,2021-10-29,Mid,Phone Call,5,Contacted,TRUE,6001.38,2021-11-17
COL000155006,L000155,2021-11-28,Mid,Phone Call,6,Promise Made,FALSE,,
COL000155007,L000155,2022-02-08,Early,SMS,7,Contacted,FALSE,,
COL000155008,L000155,2022-09-08,Early,SMS,8,Contacted,FALSE,,
COL000155009,L000155,2022-11-07,Early,SMS,9,Escalated,TRUE,6001.38,2022-11-18
COL000155010,L000155,2023-01-01,Legal,Legal Action,10,Promise Made,FALSE,,
COL000156001,L000156,2021-03-10,Early,SMS,1,Contacted,TRUE,3393.36,2021-03-21
COL000156002,L000156,2021-04-07,Mid,Phone Call,2,No Response,FALSE,,
COL000156003,L000156,2021-04-28,Early,SMS,3,Contacted,FALSE,,
COL000156004,L000156,2021-06-06,Early,SMS,4,Escalated,TRUE,3393.36,2021-06-15
COL000156005,L000156,2021-06-30,Legal,Legal Action,5,No Response,FALSE,,
COL000157001,L000157,2021-03-05,Early,SMS,1,Contacted,TRUE,3394.49,2021-03-21
COL000157002,L000157,2021-09-04,Early,SMS,2,Contacted,FALSE,,
COL000157003,L000157,2021-11-28,Early,SMS,3,No Response,TRUE,3394.49,2021-12-15
COL000157004,L000157,2022-01-27,Early,SMS,4,Promise Made,FALSE,,
COL000158001,L000158,2021-07-31,Mid,Phone Call,1,Escalated,FALSE,,
COL000158002,L000158,2021-09-03,Legal,Legal Action,2,Escalated,FALSE,,
COL000158003,L000158,2022-04-08,Legal,Legal Action,1,Contacted,FALSE,,
COL000159001,L000159,2022-12-26,Early,SMS,1,Escalated,FALSE,,
COL000160001,L000160,2021-03-11,Early,SMS,1,Escalated,TRUE,9198.4,2021-03-17
COL000160002,L000160,2021-03-28,Early,SMS,2,Contacted,TRUE,9198.4,2021-04-16
COL000160003,L000160,2021-05-11,Early,SMS,3,Contacted,FALSE,,
COL000160004,L000160,2021-08-10,Legal,Legal Action,4,Escalated,TRUE,9198.4,2021-08-18
COL000160005,L000160,2021-09-01,Early,SMS,5,No Response,FALSE,,
COL000160006,L000160,2021-10-02,Mid,Phone Call,6,Escalated,FALSE,,
COL000161001,L000161,2021-10-27,Early,SMS,1,Promise Made,TRUE,1667.39,2021-11-11
COL000161002,L000161,2022-04-10,Early,SMS,2,No Response,FALSE,,
COL000161003,L000161,2022-10-27,Early,SMS,3,No Response,FALSE,,
COL000161004,L000161,2023-08-28,Early,SMS,4,Promise Made,FALSE,,
COL000161005,L000161,2023-12-29,Early,SMS,5,Contacted,TRUE,1667.39,2024-01-17
COL000162001,L000162,2022-07-31,Early,SMS,1,Promise Made,TRUE,3464.64,2022-08-15
COL000162002,L000162,2023-07-29,Early,SMS,2,Promise Made,TRUE,3464.64,2023-08-19
COL000163001,L000163,2021-05-07,Early,SMS,1,No Response,FALSE,,
COL000163002,L000163,2021-08-28,Early,SMS,2,No Response,TRUE,2873.94,2021-09-19
COL000163003,L000163,2022-04-04,Early,SMS,3,Promise Made,FALSE,,
COL000163004,L000163,2023-06-29,Early,SMS,4,Escalated,FALSE,,
COL000163005,L000163,2023-08-01,Early,SMS,5,Escalated,FALSE,,
COL000163006,L000163,2024-01-30,Early,SMS,6,Contacted,FALSE,,
COL000164001,L000164,2021-05-04,Early,SMS,1,No Response,TRUE,6848.21,2021-05-13
COL000164002,L000164,2022-08-10,Early,SMS,2,Escalated,FALSE,,
COL000165001,L000165,2022-10-05,Early,SMS,1,No Response,FALSE,,
COL000166001,L000166,2023-01-01,Early,SMS,1,Promise Made,FALSE,,
COL000166002,L000166,2023-03-05,Early,SMS,2,Contacted,FALSE,,
COL000166003,L000166,2023-06-10,Early,SMS,3,Promise Made,FALSE,,
COL000167001,L000167,2021-02-27,Mid,Phone Call,1,Promise Made,TRUE,1218.16,2021-03-19
COL000167002,L000167,2021-03-31,Early,SMS,2,Promise Made,TRUE,1218.16,2021-04-15
COL000167003,L000167,2021-05-02,Early,SMS,3,Escalated,FALSE,,
COL000167004,L000167,2021-06-09,Early,SMS,4,No Response,FALSE,,
COL000167005,L000167,2021-08-04,Early,SMS,5,No Response,TRUE,1218.16,2021-08-11
COL000167006,L000167,2021-10-31,Early,SMS,6,Escalated,FALSE,,
COL000167007,L000167,2022-03-28,Legal,Legal Action,7,No Response,TRUE,1218.16,2022-04-19
COL000168001,L000168,2021-05-11,Early,SMS,1,No Response,FALSE,,
COL000168002,L000168,2022-01-07,Early,SMS,2,Promise Made,FALSE,,
COL000169001,L000169,2021-10-04,Early,SMS,1,Escalated,FALSE,,
COL000169002,L000169,2023-06-04,Early,SMS,2,Promise Made,FALSE,,
COL000170001,L000170,2022-09-03,Early,SMS,1,Promise Made,FALSE,,
COL000170002,L000170,2023-05-08,Early,SMS,2,Promise Made,FALSE,,
COL000171001,L000171,2021-07-05,Early,SMS,1,Promise Made,FALSE,,
COL000171002,L000171,2021-08-02,Early,SMS,2,No Response,FALSE,,
COL000171003,L000171,2022-05-02,Early,SMS,3,Escalated,TRUE,587.75,2022-05-17
COL000172001,L000172,2023-06-02,Early,SMS,1,Contacted,FALSE,,
COL000172002,L000172,2023-10-10,Early,SMS,2,Escalated,FALSE,,
COL000172003,L000172,2023-12-28,Early,SMS,3,Promise Made,TRUE,942.39,2024-01-13
COL000174001,L000174,2021-06-11,Early,SMS,1,Contacted,FALSE,,
COL000174002,L000174,2021-09-05,Early,SMS,2,Promise Made,FALSE,,
COL000174003,L000174,2022-01-09,Mid,Phone Call,3,No Response,FALSE,,
COL000174004,L000174,2022-06-01,Legal,Legal Action,4,Escalated,FALSE,,
COL000175001,L000175,2021-12-29,Legal,Legal Action,1,No Response,FALSE,,
COL000175002,L000175,2022-06-03,Early,SMS,1,Contacted,FALSE,,
COL000175003,L000175,2022-07-02,Mid,Phone Call,2,No Response,TRUE,1996.47,2022-07-22
COL000175004,L000175,2022-08-08,Legal,Legal Action,3,Contacted,TRUE,1996.47,2022-08-15
COL000175005,L000175,2022-12-01,Early,SMS,1,Escalated,FALSE,,
COL000175006,L000175,2024-05-10,Early,SMS,2,No Response,FALSE,,
COL000175007,L000175,2024-08-03,Early,SMS,3,Contacted,TRUE,1275.01,2024-08-20
COL000178001,L000178,2021-06-01,Early,SMS,1,Promise Made,FALSE,,
COL000178002,L000178,2021-09-07,Early,SMS,2,No Response,TRUE,8271.13,2021-09-20
COL000178003,L000178,2021-10-09,Early,SMS,3,No Response,FALSE,,
COL000178004,L000178,2022-05-03,Early,SMS,4,Contacted,FALSE,,
COL000179001,L000179,2022-01-10,Early,SMS,1,Escalated,FALSE,,
COL000180001,L000180,2021-12-29,Early,SMS,1,Promise Made,FALSE,,
COL000180002,L000180,2022-02-04,Early,SMS,2,No Response,FALSE,,
COL000180003,L000180,2022-09-07,Early,SMS,3,Promise Made,TRUE,2095.6,2022-09-20
COL000180004,L000180,2023-10-30,Early,SMS,4,No Response,FALSE,,
COL000181001,L000181,2021-06-11,Mid,Phone Call,1,Escalated,FALSE,,
COL000181002,L000181,2021-07-04,Mid,Phone Call,2,Contacted,FALSE,,
COL000181003,L000181,2021-08-05,Early,SMS,3,No Response,FALSE,,
COL000181004,L000181,2021-10-06,Legal,Legal Action,4,Escalated,TRUE,5472.7,2021-10-17
COL000181005,L000181,2022-01-30,Early,SMS,1,Escalated,FALSE,,
COL000181006,L000181,2022-12-07,Early,SMS,2,Contacted,TRUE,4777.62,2022-12-19
COL000181007,L000181,2025-04-01,Early,SMS,3,Escalated,FALSE,,
COL000182001,L000182,2021-06-06,Mid,Phone Call,1,Promise Made,FALSE,,
COL000182002,L000182,2021-07-06,Early,SMS,2,No Response,FALSE,,
COL000182003,L000182,2021-09-11,Early,SMS,3,Escalated,FALSE,,
COL000182004,L000182,2021-09-30,Early,SMS,4,Contacted,TRUE,6451.32,2021-10-17
COL000182005,L000182,2021-11-08,Mid,Phone Call,5,Promise Made,FALSE,,
COL000182006,L000182,2022-02-02,Early,SMS,6,Promise Made,FALSE,,
COL000182007,L000182,2022-07-05,Legal,Legal Action,7,Escalated,FALSE,,
COL000183001,L000183,2021-07-13,Early,SMS,1,Promise Made,FALSE,,
COL000183002,L000183,2021-11-07,Early,SMS,2,Promise Made,FALSE,,
COL000183003,L000183,2023-03-02,Early,SMS,3,Promise Made,FALSE,,
COL000183004,L000183,2023-07-30,Early,SMS,4,Promise Made,FALSE,,
COL000184001,L000184,2021-07-03,Early,SMS,1,No Response,TRUE,5077.02,2021-07-16
COL000184002,L000184,2021-11-30,Early,SMS,2,Contacted,FALSE,,
COL000184003,L000184,2022-03-14,Early,SMS,3,Promise Made,TRUE,5077.02,2022-03-24
COL000184004,L000184,2022-07-04,Early,SMS,4,Escalated,FALSE,,
COL000184005,L000184,2023-09-01,Early,SMS,5,No Response,FALSE,,
COL000184006,L000184,2024-03-13,Early,SMS,6,No Response,FALSE,,
COL000185001,L000185,2021-07-08,Early,SMS,1,Escalated,FALSE,,
COL000185002,L000185,2022-03-01,Early,SMS,2,No Response,FALSE,,
COL000185003,L000185,2022-07-11,Early,SMS,3,Escalated,FALSE,,
COL000185004,L000185,2023-05-08,Early,SMS,4,Promise Made,FALSE,,
COL000186001,L000186,2022-12-30,Early,SMS,1,No Response,TRUE,6535.99,2023-01-13
COL000186002,L000186,2023-06-03,Early,SMS,2,Promise Made,TRUE,6535.99,2023-06-14
COL000186003,L000186,2024-10-06,Early,SMS,3,Promise Made,FALSE,,
COL000187001,L000187,2021-07-03,Early,SMS,1,No Response,FALSE,,
COL000187002,L000187,2021-09-05,Legal,Legal Action,2,Promise Made,FALSE,,
COL000187003,L000187,2022-05-05,Early,SMS,3,Escalated,FALSE,,
COL000187004,L000187,2022-06-29,Early,SMS,4,Escalated,TRUE,5481.12,2022-07-20
COL000187005,L000187,2022-10-08,Early,SMS,5,Escalated,FALSE,,
COL000187006,L000187,2023-09-03,Early,SMS,6,Promise Made,FALSE,,
COL000187007,L000187,2023-11-29,Early,SMS,7,No Response,FALSE,,
COL000188001,L000188,2022-09-10,Early,SMS,1,Contacted,FALSE,,
