collateral_id,loan_id,collateral_type,value_at_origination,valuation_date,current_estimated_value,collateral_status,repossession_date,liquidation_date,gross_sale_proceeds,liquidation_costs,net_recovery
COLL016218,L016218,Vehicle,196493.51,2025-06-11,196493.51,Pledged,,,,,
COLL016226,L016226,Vehicle,417901.23,2025-06-12,417901.23,Pledged,,,,,
COLL016227,L016227,Business Asset / Property,92771.08,2025-06-12,92771.08,Pledged,,,,,
COLL016228,L016228,Vehicle,287763.16,2025-06-12,287763.16,Pledged,,,,,
COLL016230,L016230,Vehicle,285340.91,2025-06-12,285340.91,Pledged,,,,,
COLL016252,L016252,Vehicle,187469.88,2025-06-15,187469.88,Pledged,,,,,
COLL016256,L016256,Vehicle,266410.26,2025-06-16,266410.26,Pledged,,,,,
COLL016257,L016257,Vehicle,359615.38,2025-06-16,359615.38,Pledged,,,,,
COLL016267,L016267,Business Asset / Property,521785.71,2025-06-17,521785.71,Pledged,,,,,
COLL016301,L016301,Vehicle,740259.74,2025-06-20,740259.74,Released,,,,,
COLL016337,L016337,Business Asset / Property,832368.42,2025-06-25,832368.42,Pledged,,,,,
COLL016338,L016338,Business Asset / Property,474939.76,2025-06-25,474939.76,Pledged,,,,,
COLL016348,L016348,Business Asset / Property,231666.67,2025-06-26,231666.67,Pledged,,,,,
COLL016407,L016407,Vehicle,784358.97,2025-07-03,784358.97,Pledged,,,,,
COLL016424,L016424,Vehicle,372467.53,2025-07-05,372467.53,Pledged,,,,,
COLL016431,L016431,Business Asset / Property,673563.22,2025-07-06,673563.22,Released,,,,,
COLL016437,L016437,Business Asset / Property,225250,2025-07-06,225250,Pledged,,,,,
COLL016442,L016442,Business Asset / Property,68625,2025-07-07,68625,Pledged,,,,,
COLL016447,L016447,Business Asset / Property,116986.3,2025-07-08,116986.3,Pledged,,,,,
COLL016456,L016456,Business Asset / Property,167974.68,2025-07-09,167974.68,Pledged,,,,,
COLL016463,L016463,Business Asset / Property,377564.1,2025-07-10,377564.1,Pledged,,,,,
COLL016466,L016466,Vehicle,201764.71,2025-07-10,201764.71,Pledged,,,,,
COLL016482,L016482,Vehicle,242077.92,2025-07-13,242077.92,Pledged,,,,,
COLL016516,L016516,Business Asset / Property,393835.62,2025-07-17,393835.62,Released,,,,,
COLL016554,L016554,Business Asset / Property,897283.95,2025-07-22,897283.95,Pledged,,,,,
COLL016581,L016581,Vehicle,650561.8,2026-02-25,650561.8,Pledged,,,,,
COLL016592,L016592,Vehicle,444269.66,2025-07-26,444269.66,Pledged,,,,,
COLL016595,L016595,Vehicle,301685.39,2025-07-26,301685.39,Pledged,,,,,
COLL016615,L016615,Vehicle,661772.15,2025-07-29,661772.15,Pledged,,,,,
COLL016625,L016625,Business Asset / Property,107560.98,2025-07-30,107560.98,Pledged,,,,,
COLL016641,L016641,Business Asset / Property,785454.55,2025-08-02,785454.55,Pledged,,,,,
COLL016677,L016677,Vehicle,724084.51,2025-08-06,724084.51,Pledged,,,,,
COLL016704,L016704,Vehicle,225119.05,2025-08-10,225119.05,Pledged,,,,,
COLL016709,L016709,Business Asset / Property,182266.67,2025-08-11,182266.67,Pledged,,,,,
COLL016712,L016712,Business Asset / Property,148536.59,2025-08-11,148536.59,Pledged,,,,,
COLL016719,L016719,Business Asset / Property,74482.76,2025-08-12,74482.76,Pledged,,,,,
COLL016725,L016725,Business Asset / Property,69431.82,2025-08-14,69431.82,Pledged,,,,,
COLL016732,L016732,Business Asset / Property,193522.73,2025-08-15,193522.73,Pledged,,,,,
COLL016759,L016759,Business Asset / Property,291666.67,2025-08-18,291666.67,Pledged,,,,,
COLL016765,L016765,Business Asset / Property,569882.35,2025-08-19,569882.35,Pledged,,,,,
COLL016779,L016779,Business Asset / Property,469342.11,2025-08-20,469342.11,Pledged,,,,,
COLL016791,L016791,Vehicle,1293600,2025-08-22,1293600,Pledged,,,,,
COLL016806,L016806,Business Asset / Property,199886.36,2025-08-23,199886.36,Pledged,,,,,
COLL016827,L016827,Vehicle,271923.08,2025-08-25,271923.08,Pledged,,,,,
COLL016828,L016828,Vehicle,576250,2025-08-25,576250,Pledged,,,,,
COLL016838,L016838,Business Asset / Property,86067.42,2025-08-27,86067.42,Pledged,,,,,
COLL016847,L016847,Vehicle,194320.99,2025-12-29,194320.99,Pledged,,,,,
COLL016853,L016853,Vehicle,242602.74,2025-08-30,242602.74,Pledged,,,,,
COLL016859,L016859,Business Asset / Property,202368.42,2025-08-30,202368.42,Released,,,,,
COLL016873,L016873,Vehicle,212643.68,2025-09-01,212643.68,Pledged,,,,,
COLL016897,L016897,Vehicle,382298.85,2026-01-04,382298.85,Pledged,,,,,
COLL016902,L016902,Business Asset / Property,334382.02,2025-09-04,334382.02,Pledged,,,,,
COLL016924,L016924,Vehicle,517638.89,2025-09-07,517638.89,Pledged,,,,,
COLL016935,L016935,Business Asset / Property,240000,2025-09-08,240000,Pledged,,,,,
COLL016939,L016939,Business Asset / Property,545505.62,2025-09-09,545505.62,Pledged,,,,,
COLL016943,L016943,Business Asset / Property,115205.48,2025-09-09,115205.48,Pledged,,,,,
COLL016946,L016946,Business Asset / Property,139333.33,2025-09-10,139333.33,Pledged,,,,,
COLL016970,L016970,Business Asset / Property,593461.54,2025-12-12,593461.54,Pledged,,,,,
COLL016971,L016971,Vehicle,303026.32,2025-09-12,303026.32,Released,,,,,
COLL016998,L016998,Vehicle,487023.81,2025-09-17,487023.81,Pledged,,,,,
COLL017000,L017000,Business Asset / Property,636627.91,2025-09-17,636627.91,Pledged,,,,,
COLL017020,L017020,Vehicle,294939.76,2025-09-19,250698.8,Liquidated,2026-02-04,2026-02-21,184073.55,7216.69,176856.86
COLL017027,L017027,Vehicle,400400,2025-09-20,400400,Pledged,,,,,
COLL017061,L017061,Business Asset / Property,145875,2025-09-23,145875,Pledged,,,,,
COLL017067,L017067,Vehicle,511578.95,2025-09-24,511578.95,Pledged,,,,,
COLL017069,L017069,Vehicle,1203376.62,2025-09-24,1203376.62,Pledged,,,,,
COLL017072,L017072,Business Asset / Property,126388.89,2025-09-24,107430.56,Liquidated,2025-12-01,2025-12-22,99385.81,7643.88,91741.93
COLL017092,L017092,Vehicle,367159.09,2025-09-26,367159.09,Pledged,,,,,
COLL017121,L017121,Vehicle,203544.3,2025-09-29,203544.3,Pledged,,,,,
COLL017123,L017123,Business Asset / Property,98219.18,2025-09-29,98219.18,Pledged,,,,,
COLL017151,L017151,Vehicle,851235.96,2026-04-02,851235.96,Pledged,,,,,
COLL017194,L017194,Vehicle,508977.27,2025-10-07,508977.27,Pledged,,,,,
COLL017198,L017198,Business Asset / Property,332702.7,2025-10-08,332702.7,Pledged,,,,,
COLL017225,L017225,Vehicle,370379.75,2025-10-10,370379.75,Released,,,,,
COLL017231,L017231,Vehicle,679047.62,2025-10-11,679047.62,Pledged,,,,,
COLL017241,L017241,Vehicle,302272.73,2025-10-11,302272.73,Pledged,,,,,
COLL017244,L017244,Business Asset / Property,113975.9,2025-10-11,113975.9,Pledged,,,,,
COLL017250,L017250,Business Asset / Property,230370.37,2025-10-12,230370.37,Pledged,,,,,
COLL017259,L017259,Business Asset / Property,111428.57,2025-10-13,111428.57,Pledged,,,,,
COLL017314,L017314,Business Asset / Property,106470.59,2025-10-18,106470.59,Pledged,,,,,
COLL017315,L017315,Vehicle,435185.19,2025-10-18,435185.19,Pledged,,,,,
COLL017354,L017354,Vehicle,265857.14,2025-11-21,265857.14,Pledged,,,,,
COLL017359,L017359,Vehicle,237402.6,2025-10-21,237402.6,Pledged,,,,,
COLL017366,L017366,Business Asset / Property,120786.52,2025-10-22,120786.52,Pledged,,,,,
COLL017388,L017388,Business Asset / Property,335057.47,2025-10-24,335057.47,Pledged,,,,,
COLL017392,L017392,Vehicle,969411.76,2025-10-24,969411.76,Pledged,,,,,
COLL017405,L017405,Business Asset / Property,454857.14,2025-10-25,454857.14,Pledged,,,,,
COLL017409,L017409,Business Asset / Property,65802.47,2025-10-26,55932.1,Liquidated,2026-02-07,2026-03-13,38445.03,2861.98,35583.05
COLL017435,L017435,Vehicle,262588.24,2025-10-28,262588.24,Pledged,,,,,
COLL017441,L017441,Vehicle,733108.11,2025-10-29,733108.11,Released,,,,,
COLL017449,L017449,Vehicle,181860.47,2025-10-29,181860.47,Pledged,,,,,
COLL017455,L017455,Business Asset / Property,262638.89,2025-10-30,262638.89,Released,,,,,
COLL017487,L017487,Vehicle,436133.33,2025-11-02,436133.33,Pledged,,,,,
COLL017504,L017504,Vehicle,377261.9,2025-11-03,377261.9,Pledged,,,,,
COLL017510,L017510,Vehicle,237500,2025-11-04,237500,Pledged,,,,,
COLL017515,L017515,Vehicle,285697.67,2025-11-04,285697.67,Pledged,,,,,
COLL017541,L017541,Vehicle,449500,2026-03-06,449500,Pledged,,,,,
COLL017545,L017545,Vehicle,1203333.33,2025-11-07,1203333.33,Pledged,,,,,
COLL017546,L017546,Business Asset / Property,646000,2025-11-07,646000,Pledged,,,,,
COLL017561,L017561,Vehicle,460379.75,2025-11-08,460379.75,Pledged,,,,,
COLL017571,L017571,Vehicle,218604.65,2025-11-09,185813.95,Liquidated,2026-02-28,2026-03-17,160238.11,11557.1,148681.01
COLL017604,L017604,Vehicle,665853.66,2025-11-11,665853.66,Pledged,,,,,
COLL017607,L017607,Business Asset / Property,121267.61,2025-11-11,121267.61,Pledged,,,,,
COLL017608,L017608,Business Asset / Property,269213.48,2025-11-11,269213.48,Pledged,,,,,
COLL017618,L017618,Business Asset / Property,118082.19,2025-11-12,118082.19,Pledged,,,,,
COLL017644,L017644,Vehicle,282250,2025-11-14,282250,Pledged,,,,,
COLL017649,L017649,Business Asset / Property,123684.21,2025-11-14,123684.21,Pledged,,,,,
COLL017658,L017658,Business Asset / Property,111714.29,2025-11-15,111714.29,Pledged,,,,,
COLL017664,L017664,Vehicle,1205068.49,2025-11-16,1205068.49,Pledged,,,,,
COLL017679,L017679,Business Asset / Property,891282.05,2025-11-17,891282.05,Pledged,,,,,
COLL017727,L017727,Business Asset / Property,155428.57,2025-11-21,155428.57,Pledged,,,,,
COLL017777,L017777,Vehicle,534102.56,2025-11-26,534102.56,Pledged,,,,,
COLL017788,L017788,Vehicle,858513.51,2025-11-27,858513.51,Pledged,,,,,
COLL017819,L017819,Vehicle,310526.32,2025-11-30,310526.32,Pledged,,,,,
COLL017837,L017837,Vehicle,218651.69,2025-12-01,218651.69,Pledged,,,,,
COLL017839,L017839,Business Asset / Property,92222.22,2025-12-02,92222.22,Pledged,,,,,
COLL017843,L017843,Vehicle,219866.67,2025-12-02,219866.67,Pledged,,,,,
COLL017876,L017876,Vehicle,468395.06,2025-12-04,468395.06,Pledged,,,,,
COLL017891,L017891,Vehicle,255340.91,2025-12-06,255340.91,Pledged,,,,,
COLL017902,L017902,Vehicle,193924.05,2025-12-08,193924.05,Pledged,,,,,
COLL017947,L017947,Business Asset / Property,68837.21,2025-12-12,68837.21,Pledged,,,,,
COLL017955,L017955,Business Asset / Property,66710.53,2025-12-13,66710.53,Pledged,,,,,
COLL017960,L017960,Vehicle,1206712.33,2025-12-14,1206712.33,Pledged,,,,,
COLL017964,L017964,Business Asset / Property,631888.89,2025-12-14,631888.89,Pledged,,,,,
COLL017975,L017975,Business Asset / Property,173820.22,2025-12-15,173820.22,Pledged,,,,,
COLL017985,L017985,Vehicle,505308.64,2025-12-16,505308.64,Pledged,,,,,
COLL018018,L018018,Business Asset / Property,107640.45,2025-12-19,107640.45,Pledged,,,,,
COLL018024,L018024,Vehicle,777159.09,2025-12-19,777159.09,Pledged,,,,,
COLL018040,L018040,Vehicle,220000,2025-12-20,220000,Pledged,,,,,
COLL018050,L018050,Business Asset / Property,157763.16,2025-12-21,157763.16,Released,,,,,
COLL018060,L018060,Vehicle,240512.82,2025-12-23,240512.82,Pledged,,,,,
COLL018097,L018097,Vehicle,270000,2025-12-26,270000,Pledged,,,,,
COLL018101,L018101,Vehicle,627464.79,2025-12-27,627464.79,Pledged,,,,,
COLL018108,L018108,Vehicle,677792.21,2025-12-27,677792.21,Pledged,,,,,
COLL018110,L018110,Business Asset / Property,374533.33,2025-12-27,374533.33,Pledged,,,,,
COLL018122,L018122,Business Asset / Property,361866.67,2025-12-28,361866.67,Pledged,,,,,
COLL018151,L018151,Vehicle,330963.86,2025-12-31,330963.86,Pledged,,,,,
COLL018152,L018152,Vehicle,239875,2025-12-31,239875,Pledged,,,,,
COLL018176,L018176,Vehicle,329775.28,2026-01-03,329775.28,Pledged,,,,,
COLL018186,L018186,Vehicle,509452.05,2026-01-03,509452.05,Pledged,,,,,
COLL018226,L018226,Vehicle,201818.18,2026-01-06,201818.18,Pledged,,,,,
COLL018237,L018237,Business Asset / Property,384615.38,2026-01-06,384615.38,Pledged,,,,,
COLL018277,L018277,Business Asset / Property,175405.41,2026-01-10,175405.41,Pledged,,,,,
COLL018293,L018293,Vehicle,206067.42,2026-01-11,206067.42,Pledged,,,,,
COLL018301,L018301,Vehicle,203529.41,2026-01-12,203529.41,Pledged,,,,,
COLL018317,L018317,Business Asset / Property,846315.79,2026-01-14,846315.79,Pledged,,,,,
COLL018326,L018326,Business Asset / Property,116666.67,2026-01-14,116666.67,Pledged,,,,,
COLL018329,L018329,Vehicle,208918.92,2026-01-15,208918.92,Pledged,,,,,
COLL018335,L018335,Business Asset / Property,312891.57,2026-01-15,312891.57,Pledged,,,,,
COLL018356,L018356,Business Asset / Property,144400,2026-01-17,144400,Pledged,,,,,
COLL018403,L018403,Vehicle,273734.94,2026-01-22,273734.94,Pledged,,,,,
COLL018409,L018409,Vehicle,487848.1,2026-01-23,487848.1,Pledged,,,,,
COLL018410,L018410,Business Asset / Property,203604.65,2026-01-23,203604.65,Pledged,,,,,
COLL018421,L018421,Vehicle,271710.53,2026-01-24,271710.53,Pledged,,,,,
COLL018446,L018446,Vehicle,469066.67,2026-01-26,469066.67,Pledged,,,,,
COLL018453,L018453,Business Asset / Property,288072.29,2026-01-27,288072.29,Pledged,,,,,
COLL018455,L018455,Business Asset / Property,793289.47,2026-01-27,793289.47,Pledged,,,,,
COLL018490,L018490,Vehicle,703333.33,2026-01-29,703333.33,Pledged,,,,,
COLL018494,L018494,Business Asset / Property,148108.11,2026-01-29,148108.11,Pledged,,,,,
COLL018507,L018507,Business Asset / Property,797820.51,2026-01-30,797820.51,Pledged,,,,,
COLL018514,L018514,Business Asset / Property,360000,2026-01-31,360000,Pledged,,,,,
COLL018522,L018522,Vehicle,576216.22,2026-01-31,576216.22,Pledged,,,,,
COLL018525,L018525,Business Asset / Property,575227.27,2026-02-01,575227.27,Pledged,,,,,
COLL018545,L018545,Vehicle,715308.64,2026-02-02,715308.64,Pledged,,,,,
COLL018554,L018554,Business Asset / Property,72222.22,2026-02-02,72222.22,Pledged,,,,,
COLL018556,L018556,Vehicle,391891.89,2026-02-02,391891.89,Pledged,,,,,
COLL018579,L018579,Business Asset / Property,396133.33,2026-02-04,396133.33,Pledged,,,,,
COLL018585,L018585,Vehicle,399861.11,2026-02-05,399861.11,Pledged,,,,,
COLL018592,L018592,Business Asset / Property,236341.46,2026-02-05,236341.46,Pledged,,,,,
COLL018624,L018624,Business Asset / Property,57727.27,2026-02-07,57727.27,Pledged,,,,,
COLL018641,L018641,Vehicle,224302.33,2026-02-09,224302.33,Pledged,,,,,
COLL018656,L018656,Business Asset / Property,108717.95,2026-02-10,108717.95,Pledged,,,,,
COLL018666,L018666,Business Asset / Property,1056410.26,2026-02-11,1056410.26,Pledged,,,,,
COLL018676,L018676,Vehicle,645333.33,2026-02-12,645333.33,Pledged,,,,,
COLL018677,L018677,Vehicle,266438.36,2026-02-12,266438.36,Pledged,,,,,
COLL018683,L018683,Vehicle,867558.14,2026-02-12,867558.14,Pledged,,,,,
COLL018687,L018687,Vehicle,220117.65,2026-02-13,220117.65,Pledged,,,,,
COLL018688,L018688,Vehicle,1242400,2026-02-13,1242400,Pledged,,,,,
COLL018691,L018691,Vehicle,207386.36,2026-02-13,207386.36,Pledged,,,,,
COLL018711,L018711,Business Asset / Property,254358.97,2026-02-15,254358.97,Pledged,,,,,
COLL018732,L018732,Vehicle,391621.62,2026-02-17,391621.62,Pledged,,,,,
COLL018736,L018736,Business Asset / Property,691627.91,2026-02-17,691627.91,Pledged,,,,,
COLL018754,L018754,Business Asset / Property,215121.95,2026-02-19,215121.95,Pledged,,,,,
COLL018756,L018756,Business Asset / Property,177126.44,2026-02-20,177126.44,Pledged,,,,,
COLL018764,L018764,Business Asset / Property,109204.55,2026-02-21,109204.55,Pledged,,,,,
COLL018777,L018777,Vehicle,630897.44,2026-02-22,630897.44,Pledged,,,,,
COLL018805,L018805,Vehicle,301204.82,2026-02-26,301204.82,Pledged,,,,,
COLL018829,L018829,Business Asset / Property,110958.9,2026-02-27,110958.9,Pledged,,,,,
COLL018845,L018845,Vehicle,378658.54,2026-03-02,378658.54,Pledged,,,,,
COLL018861,L018861,Vehicle,543636.36,2026-03-03,543636.36,Pledged,,,,,
COLL018868,L018868,Business Asset / Property,486666.67,2026-03-04,486666.67,Pledged,,,,,
COLL018891,L018891,Business Asset / Property,374054.05,2026-03-06,374054.05,Pledged,,,,,
COLL018894,L018894,Business Asset / Property,359583.33,2026-03-07,359583.33,Pledged,,,,,
COLL018925,L018925,Business Asset / Property,204078.95,2026-03-09,204078.95,Pledged,,,,,
COLL018931,L018931,Business Asset / Property,216111.11,2026-03-09,216111.11,Pledged,,,,,
COLL018946,L018946,Business Asset / Property,197162.16,2026-03-11,197162.16,Pledged,,,,,
COLL018968,L018968,Vehicle,671807.23,2026-03-13,671807.23,Pledged,,,,,
COLL018988,L018988,Vehicle,365972.22,2026-03-15,365972.22,Pledged,,,,,
COLL019006,L019006,Business Asset / Property,322298.85,2026-03-16,322298.85,Pledged,,,,,
COLL019024,L019024,Vehicle,1010370.37,2026-03-18,1010370.37,Pledged,,,,,
COLL019025,L019025,Vehicle,296153.85,2026-03-18,296153.85,Pledged,,,,,
COLL019043,L019043,Business Asset / Property,473846.15,2026-03-20,473846.15,Pledged,,,,,
COLL019060,L019060,Vehicle,230555.56,2026-03-20,230555.56,Pledged,,,,,
COLL019069,L019069,Vehicle,227195.12,2026-03-21,227195.12,Pledged,,,,,
COLL019081,L019081,Business Asset / Property,106222.22,2026-03-22,106222.22,Pledged,,,,,
COLL019115,L019115,Business Asset / Property,72676.06,2026-03-26,72676.06,Pledged,,,,,
COLL019149,L019149,Vehicle,974556.96,2026-03-30,974556.96,Pledged,,,,,
COLL019164,L019164,Vehicle,430958.9,2026-04-01,430958.9,Pledged,,,,,
COLL019171,L019171,Business Asset / Property,81011.24,2026-04-01,81011.24,Pledged,,,,,
COLL019172,L019172,Business Asset / Property,402674.42,2026-04-02,402674.42,Pledged,,,,,
COLL019177,L019177,Business Asset / Property,415180.72,2026-04-02,415180.72,Pledged,,,,,
COLL019181,L019181,Business Asset / Property,101447.37,2026-04-02,101447.37,Pledged,,,,,
COLL019188,L019188,Business Asset / Property,73636.36,2026-04-04,73636.36,Pledged,,,,,
COLL019204,L019204,Business Asset / Property,160813.95,2026-04-05,160813.95,Pledged,,,,,
COLL019208,L019208,Vehicle,291690.14,2026-04-05,291690.14,Pledged,,,,,
COLL019210,L019210,Vehicle,482911.39,2026-04-05,482911.39,Pledged,,,,,
COLL019216,L019216,Business Asset / Property,325375,2026-04-06,325375,Pledged,,,,,
COLL019231,L019231,Business Asset / Property,96931.82,2026-04-07,96931.82,Pledged,,,,,
COLL019236,L019236,Vehicle,562500,2026-04-08,562500,Pledged,,,,,
COLL019252,L019252,Vehicle,244382.02,2026-04-11,244382.02,Pledged,,,,,
COLL019262,L019262,Business Asset / Property,99887.64,2026-04-12,99887.64,Pledged,,,,,
COLL019267,L019267,Vehicle,488953.49,2026-04-13,488953.49,Pledged,,,,,
COLL019282,L019282,Business Asset / Property,1070281.69,2026-04-14,1070281.69,Pledged,,,,,
COLL019285,L019285,Vehicle,323253.01,2026-04-15,323253.01,Pledged,,,,,
COLL019303,L019303,Vehicle,318933.33,2026-04-16,318933.33,Pledged,,,,,
COLL019311,L019311,Vehicle,265000,2026-04-17,265000,Pledged,,,,,
COLL019334,L019334,Business Asset / Property,497441.86,2026-04-19,497441.86,Pledged,,,,,
COLL019358,L019358,Vehicle,867848.1,2026-04-22,867848.1,Pledged,,,,,
COLL019421,L019421,Vehicle,180476.19,2026-04-29,180476.19,Pledged,,,,,
COLL019422,L019422,Vehicle,1688169.01,2026-04-29,1688169.01,Pledged,,,,,
COLL019439,L019439,Vehicle,387954.55,2026-05-01,387954.55,Pledged,,,,,
COLL019446,L019446,Business Asset / Property,741379.31,2026-05-03,741379.31,Pledged,,,,,
COLL019448,L019448,Vehicle,405465.12,2026-05-03,405465.12,Pledged,,,,,
COLL019451,L019451,Business Asset / Property,263835.62,2026-05-03,263835.62,Pledged,,,,,
COLL019490,L019490,Vehicle,311333.33,2026-05-08,311333.33,Pledged,,,,,
COLL019500,L019500,Vehicle,351486.49,2026-05-09,351486.49,Pledged,,,,,
COLL019510,L019510,Vehicle,240253.16,2026-05-10,240253.16,Pledged,,,,,
COLL019558,L019558,Vehicle,1033375,2026-05-14,1033375,Pledged,,,,,
COLL019568,L019568,Business Asset / Property,65432.1,2026-05-15,65432.1,Pledged,,,,,
COLL019581,L019581,Vehicle,222584.27,2026-05-17,222584.27,Pledged,,,,,
COLL019599,L019599,Business Asset / Property,170113.64,2026-05-20,170113.64,Pledged,,,,,
COLL019619,L019619,Business Asset / Property,219078.95,2026-05-23,219078.95,Pledged,,,,,
COLL019625,L019625,Vehicle,434177.22,2026-05-24,434177.22,Pledged,,,,,
COLL019630,L019630,Business Asset / Property,401460.67,2026-05-25,401460.67,Pledged,,,,,
COLL019632,L019632,Vehicle,449647.06,2026-05-25,449647.06,Pledged,,,,,
COLL019642,L019642,Vehicle,1153555.56,2026-05-26,1153555.56,Pledged,,,,,
COLL019678,L019678,Vehicle,1150563.38,2026-05-30,1150563.38,Pledged,,,,,
COLL019700,L019700,Vehicle,779634.15,2026-06-01,779634.15,Pledged,,,,,
COLL019724,L019724,Business Asset / Property,220000,2026-06-03,220000,Pledged,,,,,
COLL019731,L019731,Business Asset / Property,200273.97,2026-06-04,200273.97,Pledged,,,,,
COLL019754,L019754,Business Asset / Property,308311.69,2026-06-06,308311.69,Pledged,,,,,
COLL019773,L019773,Business Asset / Property,212133.33,2026-06-09,212133.33,Pledged,,,,,
COLL019789,L019789,Vehicle,504880.95,2026-06-10,504880.95,Pledged,,,,,
COLL019796,L019796,Business Asset / Property,414935.06,2026-06-11,414935.06,Pledged,,,,,
COLL019799,L019799,Vehicle,251285.71,2026-06-11,251285.71,Pledged,,,,,
COLL019810,L019810,Vehicle,349500,2026-06-12,349500,Pledged,,,,,
COLL019824,L019824,Vehicle,436966.29,2026-06-14,436966.29,Pledged,,,,,
COLL019828,L019828,Business Asset / Property,651081.08,2026-06-15,651081.08,Pledged,,,,,
COLL019834,L019834,Vehicle,519756.1,2026-06-15,519756.1,Pledged,,,,,
COLL019843,L019843,Business Asset / Property,154285.71,2026-06-17,154285.71,Pledged,,,,,
COLL019861,L019861,Business Asset / Property,90224.72,2026-06-20,90224.72,Pledged,,,,,
COLL019872,L019872,Vehicle,703595.51,2026-06-22,703595.51,Pledged,,,,,
COLL019907,L019907,Vehicle,265342.47,2026-06-26,265342.47,Pledged,,,,,
COLL019917,L019917,Vehicle,814567.9,2026-06-26,814567.9,Pledged,,,,,
COLL019919,L019919,Business Asset / Property,296351.35,2026-06-27,296351.35,Pledged,,,,,
COLL019921,L019921,Business Asset / Property,578611.11,2026-06-27,578611.11,Pledged,,,,,
COLL019926,L019926,Business Asset / Property,302631.58,2026-06-28,302631.58,Pledged,,,,,
COLL019930,L019930,Business Asset / Property,142261.9,2026-06-29,142261.9,Pledged,,,,,
COLL019964,L019964,Vehicle,287945.21,2026-07-02,287945.21,Pledged,,,,,
COLL019967,L019967,Vehicle,270533.33,2026-07-03,270533.33,Pledged,,,,,
COLL019973,L019973,Vehicle,559431.82,2026-07-04,559431.82,Pledged,,,,,
COLL020000,L020000,Business Asset / Property,67662.34,2026-07-08,67662.34,Pledged,,,,,
