application_id,customer_id,application_date,assessment_date,approval_date,issue_date,product_type,requested_amount,requested_term_months,application_channel,status,rejection_reason
APP0011808,C002355,2021-01-06,2021-01-08,2021-01-10,2021-01-11,Consumer Loan,52400,31,Mobile App,Approved,
APP0014213,C007460,2021-01-06,2021-01-07,2021-01-09,2021-01-11,Consumer Loan,59200,20,Online,Approved,
APP0014298,C004683,2021-01-06,2021-01-09,,,Personal Loan,241200,21,Online,Rejected,High DTI
APP0019603,C009951,2021-01-06,2021-01-08,,,Small Business Loan,365800,48,Branch,Rejected,Low Credit Score
APP0021689,C008459,2021-01-06,2021-01-07,,,Auto Loan,1487200,28,Branch,Rejected,Low Credit Score
APP0023150,C004507,2021-01-06,2021-01-09,,,Small Business Loan,1265900,21,Branch,Rejected,Low Credit Score
APP0023347,C009972,2021-01-06,2021-01-09,,,Personal Loan,132200,38,Branch,Rejected,High DTI
APP0034837,C010540,2021-01-06,2021-01-09,,,Small Business Loan,288800,18,Mobile App,Rejected,High DTI
APP0034956,C008612,2021-01-06,2021-01-07,2021-01-09,2021-01-12,Consumer Loan,49300,10,Call Center,Approved,
APP0036885,C010704,2021-01-06,2021-01-09,,,Small Business Loan,1175900,37,Agent,Rejected,Low Credit Score
APP0040390,C002811,2021-01-06,2021-01-07,,,Consumer Loan,105200,31,Call Center,Rejected,High DTI
APP0040976,C006551,2021-01-06,2021-01-08,,,Auto Loan,1264000,19,Agent,Rejected,Low Credit Score
APP0051397,C000998,2021-01-06,2021-01-08,,,Auto Loan,470000,18,Online,Rejected,Short Employment History
APP0052003,C001444,2021-01-06,2021-01-08,,,Auto Loan,196400,60,Online,Rejected,Low Credit Score
APP0052925,C007690,2021-01-06,2021-01-09,,,Personal Loan,235500,23,Online,Rejected,High DTI
APP0053646,C003977,2021-01-06,2021-01-07,,,Consumer Loan,132900,26,Mobile App,Rejected,Low Credit Score
APP0055245,C002421,2021-01-06,2021-01-08,,,Auto Loan,1235400,59,Agent,Rejected,High DTI
APP0056975,C001417,2021-01-06,2021-01-09,,,Personal Loan,155600,36,Branch,Rejected,High DTI
APP0058042,C008150,2021-01-06,2021-01-08,,,Personal Loan,26800,13,Mobile App,Rejected,High DTI
APP0058997,C010837,2021-01-06,2021-01-07,,,Auto Loan,167000,48,Mobile App,Withdrawn,
APP0060541,C010984,2021-01-06,2021-01-08,,,Consumer Loan,148300,19,Mobile App,Rejected,High DTI
APP0061011,C001926,2021-01-06,2021-01-08,2021-01-12,2021-01-12,Personal Loan,21000,32,Agent,Approved,
APP0061940,C000795,2021-01-06,2021-01-08,,,Personal Loan,168400,44,Branch,Rejected,High DTI
APP0062049,C000619,2021-01-06,2021-01-09,,,Personal Loan,32100,35,Online,Withdrawn,
APP0066307,C002323,2021-01-06,2021-01-07,,,Personal Loan,265600,32,Call Center,Rejected,High DTI
APP0067203,C009283,2021-01-06,2021-01-07,2021-01-11,2021-01-12,Small Business Loan,197000,50,Mobile App,Approved,
APP0067728,C007937,2021-01-06,2021-01-07,,,Personal Loan,280900,24,Call Center,Rejected,High DTI
APP0069333,C005568,2021-01-06,2021-01-07,,,Consumer Loan,90500,24,Online,Rejected,High DTI
APP0072975,C010739,2021-01-06,2021-01-09,,,Small Business Loan,1211800,28,Online,Rejected,High DTI
APP0080045,C003110,2021-01-06,2021-01-09,,,Personal Loan,210900,12,Mobile App,Rejected,High DTI
APP0001270,C010560,2021-01-07,2021-01-09,,,Personal Loan,165900,6,Online,Rejected,High DTI
APP0004408,C002658,2021-01-07,2021-01-10,2021-01-11,2021-01-14,Consumer Loan,70400,9,Call Center,Approved,
APP0006547,C010899,2021-01-07,2021-01-10,2021-01-13,2021-01-16,Personal Loan,33500,36,Online,Approved,
APP0007120,C000156,2021-01-07,2021-01-10,2021-01-11,2021-01-14,Small Business Loan,62000,60,Branch,Approved,
APP0008053,C000412,2021-01-07,2021-01-10,2021-01-14,2021-01-15,Consumer Loan,123100,34,Mobile App,Approved,
APP0008202,C006186,2021-01-07,2021-01-09,,,Small Business Loan,373800,38,Call Center,Rejected,High DTI
APP0008852,C008221,2021-01-07,2021-01-09,,,Auto Loan,893700,24,Branch,Rejected,High DTI
APP0009406,C008250,2021-01-07,2021-01-10,2021-01-13,2021-01-15,Consumer Loan,45800,12,Branch,Approved,
APP0009646,C002909,2021-01-07,2021-01-08,,,Auto Loan,923500,25,Online,Rejected,Short Employment History
APP0009951,C005645,2021-01-07,2021-01-08,,,Consumer Loan,62600,22,Branch,Withdrawn,
APP0010402,C008596,2021-01-07,2021-01-09,,,Auto Loan,938500,15,Mobile App,Rejected,High DTI
APP0012863,C001383,2021-01-07,2021-01-10,,,Personal Loan,209000,46,Branch,Rejected,Low Credit Score
APP0013236,C003368,2021-01-07,2021-01-08,,,Personal Loan,103100,19,Agent,Rejected,Short Employment History
APP0013594,C006061,2021-01-07,2021-01-08,,,Consumer Loan,82900,29,Branch,Rejected,High DTI
APP0018331,C010248,2021-01-07,2021-01-09,,,Auto Loan,755300,36,Branch,Rejected,High DTI
APP0018724,C003849,2021-01-07,2021-01-09,,,Auto Loan,754200,24,Agent,Rejected,High DTI
APP0021516,C001109,2021-01-07,2021-01-10,2021-01-12,2021-01-14,Consumer Loan,122700,26,Mobile App,Approved,
APP0021982,C004768,2021-01-07,2021-01-10,2021-01-13,2021-01-16,Auto Loan,201500,20,Branch,Approved,
APP0022933,C008284,2021-01-07,2021-01-10,,,Auto Loan,1201300,32,Branch,Rejected,High DTI
APP0024017,C003388,2021-01-07,2021-01-09,,,Auto Loan,1412900,53,Mobile App,Rejected,High DTI
APP0024629,C003681,2021-01-07,2021-01-10,,,Consumer Loan,115000,6,Mobile App,Rejected,High DTI
APP0026904,C008365,2021-01-07,2021-01-08,,,Personal Loan,44300,34,Mobile App,Withdrawn,
APP0028375,C010969,2021-01-07,2021-01-10,,,Consumer Loan,136100,9,Online,Rejected,High DTI
APP0029756,C007766,2021-01-07,2021-01-10,,,Small Business Loan,1721200,49,Online,Rejected,High DTI
APP0030819,C007537,2021-01-07,2021-01-08,,,Auto Loan,438300,37,Mobile App,Rejected,High DTI
APP0033467,C004468,2021-01-07,2021-01-09,,,Auto Loan,754400,52,Branch,Rejected,High DTI
APP0036484,C010879,2021-01-07,2021-01-08,,,Consumer Loan,73600,25,Branch,Rejected,High DTI
APP0036786,C003431,2021-01-07,2021-01-10,,,Personal Loan,251700,29,Branch,Rejected,High DTI
APP0037417,C002287,2021-01-07,2021-01-08,2021-01-12,2021-01-13,Personal Loan,101300,37,Online,Approved,
APP0037619,C003866,2021-01-07,2021-01-09,,,Small Business Loan,514500,21,Mobile App,Rejected,High DTI
APP0038402,C010362,2021-01-07,2021-01-08,,,Auto Loan,726100,35,Mobile App,Rejected,High DTI
APP0040361,C000665,2021-01-07,2021-01-09,2021-01-13,2021-01-14,Consumer Loan,16100,16,Branch,Approved,
APP0040662,C006571,2021-01-07,2021-01-09,2021-01-11,2021-01-13,Personal Loan,146600,40,Agent,Approved,
APP0040724,C009484,2021-01-07,2021-01-08,,,Personal Loan,247100,30,Branch,Rejected,High DTI
APP0041043,C001051,2021-01-07,2021-01-08,,,Small Business Loan,659800,24,Mobile App,Rejected,High DTI
APP0043408,C007098,2021-01-07,2021-01-10,,,Consumer Loan,45200,11,Mobile App,Rejected,High DTI
APP0043616,C005589,2021-01-07,2021-01-08,,,Consumer Loan,134400,28,Branch,Rejected,High DTI
APP0047623,C008334,2021-01-07,2021-01-08,,,Personal Loan,242200,8,Mobile App,Rejected,High DTI
APP0048671,C009995,2021-01-07,2021-01-09,,,Personal Loan,251700,15,Branch,Rejected,High DTI
APP0048970,C009146,2021-01-07,2021-01-10,,,Auto Loan,1465700,48,Agent,Rejected,High DTI
APP0050005,C004934,2021-01-07,2021-01-08,,,Personal Loan,247200,9,Agent,Rejected,High DTI
APP0050050,C006609,2021-01-07,2021-01-08,,,Personal Loan,136300,12,Agent,Rejected,Low Credit Score
APP0054696,C009150,2021-01-07,2021-01-08,2021-01-09,2021-01-10,Consumer Loan,138100,18,Mobile App,Approved,
APP0055024,C006685,2021-01-07,2021-01-09,,,Personal Loan,88900,21,Branch,Rejected,Low Credit Score
APP0056789,C005567,2021-01-07,2021-01-09,,,Consumer Loan,64400,12,Branch,Rejected,High DTI
APP0057690,C008516,2021-01-07,2021-01-08,2021-01-12,2021-01-13,Consumer Loan,50800,21,Online,Approved,
APP0057737,C009785,2021-01-07,2021-01-08,,,Personal Loan,182300,41,Call Center,Rejected,High DTI
APP0058080,C000437,2021-01-07,2021-01-08,,,Small Business Loan,1346900,52,Mobile App,Rejected,High DTI
APP0058571,C006014,2021-01-07,2021-01-08,,,Personal Loan,145800,26,Call Center,Rejected,High DTI
APP0061216,C002467,2021-01-07,2021-01-08,,,Auto Loan,1135200,18,Agent,Rejected,High DTI
APP0061382,C006455,2021-01-07,2021-01-10,2021-01-13,2021-01-13,Consumer Loan,15100,8,Branch,Approved,
APP0062155,C000733,2021-01-07,2021-01-08,2021-01-11,2021-01-11,Personal Loan,177000,21,Agent,Approved,
APP0062750,C001564,2021-01-07,2021-01-09,,,Consumer Loan,125700,36,Branch,Rejected,High DTI
APP0064040,C003157,2021-01-07,2021-01-09,,,Consumer Loan,102000,16,Agent,Rejected,High DTI
APP0065833,C010085,2021-01-07,2021-01-09,2021-01-13,2021-01-14,Personal Loan,125600,38,Agent,Approved,
APP0066811,C001922,2021-01-07,2021-01-08,2021-01-12,2021-01-13,Consumer Loan,37300,22,Branch,Approved,
APP0068055,C000598,2021-01-07,2021-01-09,,,Personal Loan,30700,19,Online,Rejected,Incomplete Documentation
APP0072763,C007619,2021-01-07,2021-01-10,2021-01-11,2021-01-12,Personal Loan,51200,15,Branch,Approved,
APP0076459,C007266,2021-01-07,2021-01-09,,,Auto Loan,490800,36,Branch,Rejected,High DTI
APP0077237,C007887,2021-01-07,2021-01-08,2021-01-10,2021-01-11,Personal Loan,21900,23,Branch,Approved,
APP0078712,C002168,2021-01-07,2021-01-09,,,Small Business Loan,356200,60,Call Center,Rejected,High DTI
APP0000446,C004931,2021-01-08,2021-01-09,,,Auto Loan,1271800,41,Mobile App,Rejected,High DTI
APP0000607,C007216,2021-01-08,2021-01-11,,,Personal Loan,34700,8,Mobile App,Rejected,High DTI
APP0002728,C003050,2021-01-08,2021-01-09,2021-01-13,2021-01-16,Personal Loan,45600,44,Call Center,Approved,
APP0005790,C003935,2021-01-08,2021-01-11,2021-01-15,2021-01-15,Personal Loan,51800,22,Mobile App,Approved,
APP0005864,C010945,2021-01-08,2021-01-11,2021-01-12,2021-01-15,Personal Loan,225700,20,Mobile App,Approved,
APP0006546,C000835,2021-01-08,2021-01-11,,,Personal Loan,209900,14,Branch,Rejected,High DTI
APP0008088,C006631,2021-01-08,2021-01-10,,,Auto Loan,1280700,59,Branch,Rejected,High DTI
APP0012362,C002838,2021-01-08,2021-01-11,2021-01-13,2021-01-13,Personal Loan,91300,19,Mobile App,Approved,
APP0012379,C000536,2021-01-08,2021-01-10,2021-01-14,2021-01-14,Personal Loan,23000,7,Call Center,Approved,
APP0015368,C004787,2021-01-08,2021-01-11,2021-01-14,2021-01-17,Personal Loan,23900,48,Call Center,Approved,
APP0017225,C006694,2021-01-08,2021-01-11,,,Consumer Loan,133000,36,Agent,Rejected,High DTI
APP0017277,C001138,2021-01-08,2021-01-10,,,Personal Loan,126300,9,Call Center,Rejected,High DTI
APP0017317,C002013,2021-01-08,2021-01-09,2021-01-11,2021-01-14,Consumer Loan,97100,35,Online,Approved,
APP0017932,C001594,2021-01-08,2021-01-10,,,Personal Loan,172800,30,Agent,Rejected,Incomplete Documentation
APP0019871,C004772,2021-01-08,2021-01-11,2021-01-14,2021-01-14,Personal Loan,95700,27,Online,Approved,
APP0023364,C010934,2021-01-08,2021-01-09,2021-01-11,2021-01-11,Consumer Loan,142200,32,Mobile App,Approved,
APP0023422,C002436,2021-01-08,2021-01-09,,,Personal Loan,108600,41,Online,Rejected,Low Credit Score
APP0024144,C008793,2021-01-08,2021-01-09,,,Small Business Loan,1149500,15,Branch,Rejected,Low Credit Score
APP0026180,C001874,2021-01-08,2021-01-10,,,Personal Loan,282200,25,Call Center,Rejected,High DTI
APP0027533,C003086,2021-01-08,2021-01-11,,,Consumer Loan,87000,16,Mobile App,Rejected,High DTI
APP0027584,C006325,2021-01-08,2021-01-11,,,Small Business Loan,808500,41,Agent,Rejected,Short Employment History
APP0028856,C010065,2021-01-08,2021-01-09,,,Auto Loan,395000,54,Mobile App,Rejected,High DTI
APP0030872,C004188,2021-01-08,2021-01-09,2021-01-12,2021-01-12,Consumer Loan,122500,27,Mobile App,Approved,
APP0031239,C006695,2021-01-08,2021-01-11,2021-01-13,2021-01-16,Personal Loan,163300,33,Agent,Approved,
APP0033642,C008831,2021-01-08,2021-01-11,,,Personal Loan,290300,14,Agent,Rejected,High DTI
APP0036659,C006991,2021-01-08,2021-01-11,,,Personal Loan,111700,47,Online,Rejected,High DTI
APP0039824,C001536,2021-01-08,2021-01-09,,,Auto Loan,1268500,31,Mobile App,Rejected,High DTI
APP0043176,C002648,2021-01-08,2021-01-11,,,Auto Loan,1400100,22,Branch,Rejected,High DTI
APP0044431,C009914,2021-01-08,2021-01-10,2021-01-14,2021-01-16,Personal Loan,212800,39,Call Center,Approved,
APP0044987,C006105,2021-01-08,2021-01-09,,,Small Business Loan,889700,40,Agent,Rejected,Low Credit Score
APP0045325,C007946,2021-01-08,2021-01-11,2021-01-14,2021-01-17,Consumer Loan,39200,23,Mobile App,Approved,
APP0045341,C008280,2021-01-08,2021-01-10,,,Personal Loan,205800,38,Branch,Rejected,High DTI
APP0048260,C002425,2021-01-08,2021-01-10,,,Personal Loan,269200,29,Mobile App,Rejected,High DTI
APP0051435,C005400,2021-01-08,2021-01-09,,,Auto Loan,1488600,42,Branch,Rejected,High DTI
APP0052087,C008208,2021-01-08,2021-01-10,,,Personal Loan,286800,28,Mobile App,Rejected,High DTI
APP0053854,C007808,2021-01-08,2021-01-10,,,Personal Loan,69700,11,Mobile App,Rejected,High DTI
APP0055303,C005370,2021-01-08,2021-01-11,,,Personal Loan,160400,20,Branch,Rejected,High DTI
APP0055505,C000720,2021-01-08,2021-01-10,,,Consumer Loan,104700,9,Mobile App,Rejected,High DTI
APP0055845,C010838,2021-01-08,2021-01-10,,,Small Business Loan,1453000,36,Online,Rejected,High DTI
APP0056714,C001529,2021-01-08,2021-01-09,,,Personal Loan,41700,8,Branch,Rejected,High DTI
APP0057045,C002636,2021-01-08,2021-01-10,,,Personal Loan,131600,38,Online,Rejected,High DTI
APP0058242,C004293,2021-01-08,2021-01-09,,,Small Business Loan,551400,21,Mobile App,Rejected,High DTI
APP0060414,C004360,2021-01-08,2021-01-11,,,Consumer Loan,89200,30,Agent,Rejected,High DTI
APP0062134,C009041,2021-01-08,2021-01-11,,,Small Business Loan,1628900,36,Mobile App,Rejected,High DTI
APP0062614,C007847,2021-01-08,2021-01-10,2021-01-12,2021-01-13,Consumer Loan,58700,34,Online,Approved,
APP0064211,C002730,2021-01-08,2021-01-09,,,Auto Loan,1090800,49,Online,Rejected,High DTI
APP0067504,C010682,2021-01-08,2021-01-10,,,Consumer Loan,14800,8,Online,Rejected,Low Credit Score
APP0069710,C009647,2021-01-08,2021-01-09,,,Personal Loan,71500,38,Mobile App,Rejected,Low Credit Score
APP0070318,C006711,2021-01-08,2021-01-11,2021-01-12,2021-01-12,Consumer Loan,139700,34,Online,Approved,
APP0072393,C008046,2021-01-08,2021-01-09,2021-01-12,2021-01-14,Consumer Loan,35400,24,Branch,Approved,
APP0001726,C005895,2021-01-09,2021-01-10,2021-01-13,2021-01-15,Personal Loan,274500,20,Agent,Approved,
APP0005688,C004186,2021-01-09,2021-01-11,,,Small Business Loan,1024800,39,Mobile App,Rejected,High DTI
APP0009540,C005008,2021-01-09,2021-01-11,,,Auto Loan,1418800,31,Branch,Rejected,High DTI
APP0011899,C000140,2021-01-09,2021-01-11,,,Auto Loan,495200,27,Branch,Rejected,Low Credit Score
APP0013983,C003683,2021-01-09,2021-01-12,,,Personal Loan,209800,11,Agent,Rejected,High DTI
APP0017922,C009531,2021-01-09,2021-01-10,2021-01-11,2021-01-13,Consumer Loan,129100,28,Branch,Approved,
APP0018153,C008681,2021-01-09,2021-01-12,,,Consumer Loan,32000,11,Agent,Rejected,Low Credit Score
APP0018417,C004642,2021-01-09,2021-01-12,2021-01-16,2021-01-16,Personal Loan,212400,38,Mobile App,Approved,
APP0018781,C001501,2021-01-09,2021-01-10,,,Auto Loan,1099100,59,Online,Rejected,High DTI
APP0019534,C001006,2021-01-09,2021-01-11,,,Personal Loan,297100,12,Branch,Rejected,Low Credit Score
APP0020432,C005816,2021-01-09,2021-01-10,,,Auto Loan,1082500,58,Branch,Rejected,High DTI
APP0025166,C000196,2021-01-09,2021-01-11,,,Personal Loan,143900,35,Branch,Rejected,High DTI
APP0025647,C006551,2021-01-09,2021-01-10,,,Personal Loan,41500,42,Mobile App,Rejected,High DTI
APP0031073,C004323,2021-01-09,2021-01-12,2021-01-16,2021-01-17,Consumer Loan,94000,19,Branch,Approved,
APP0031456,C009459,2021-01-09,2021-01-10,2021-01-14,2021-01-17,Consumer Loan,135600,24,Branch,Approved,
APP0034541,C010857,2021-01-09,2021-01-11,,,Small Business Loan,1797600,24,Call Center,Rejected,High DTI
APP0034900,C000245,2021-01-09,2021-01-11,2021-01-15,2021-01-16,Personal Loan,68000,38,Online,Approved,
APP0036078,C004869,2021-01-09,2021-01-11,,,Personal Loan,138900,22,Online,Rejected,High DTI
APP0036932,C000666,2021-01-09,2021-01-11,,,Auto Loan,1324000,13,Branch,Rejected,Low Credit Score
APP0037796,C010012,2021-01-09,2021-01-12,2021-01-16,2021-01-16,Consumer Loan,92300,31,Online,Approved,
APP0038283,C001291,2021-01-09,2021-01-11,,,Small Business Loan,1523700,41,Agent,Rejected,High DTI
APP0040556,C007577,2021-01-09,2021-01-12,,,Auto Loan,773500,28,Branch,Rejected,High DTI
APP0040799,C009102,2021-01-09,2021-01-11,,,Personal Loan,252900,29,Online,Rejected,High DTI
APP0048586,C005031,2021-01-09,2021-01-10,,,Consumer Loan,146100,13,Branch,Rejected,High DTI
APP0049111,C008804,2021-01-09,2021-01-10,,,Small Business Loan,945700,56,Branch,Rejected,High DTI
APP0049804,C007358,2021-01-09,2021-01-12,,,Consumer Loan,34400,15,Branch,Rejected,High DTI
APP0052386,C001919,2021-01-09,2021-01-11,,,Consumer Loan,23100,30,Branch,Rejected,High DTI
APP0052583,C005020,2021-01-09,2021-01-12,2021-01-16,2021-01-16,Consumer Loan,109400,24,Branch,Approved,
APP0053540,C004100,2021-01-09,2021-01-12,,,Consumer Loan,129500,16,Mobile App,Rejected,High DTI
APP0054642,C003803,2021-01-09,2021-01-11,,,Consumer Loan,66000,36,Branch,Cancelled,
APP0055416,C008723,2021-01-09,2021-01-10,2021-01-11,2021-01-13,Consumer Loan,17800,29,Branch,Approved,
APP0055478,C007189,2021-01-09,2021-01-12,,,Auto Loan,212500,13,Mobile App,Rejected,High DTI
APP0057469,C002778,2021-01-09,2021-01-10,,,Personal Loan,171400,29,Branch,Rejected,High DTI
APP0058698,C000585,2021-01-09,2021-01-10,2021-01-11,2021-01-14,Consumer Loan,146100,34,Call Center,Approved,
APP0060750,C003115,2021-01-09,2021-01-11,,,Consumer Loan,82400,13,Mobile App,Rejected,High DTI
APP0063197,C009181,2021-01-09,2021-01-11,2021-01-12,2021-01-14,Personal Loan,206400,25,Agent,Approved,
APP0063204,C004552,2021-01-09,2021-01-12,,,Small Business Loan,348200,55,Branch,Rejected,High DTI
APP0063258,C005797,2021-01-09,2021-01-10,,,Small Business Loan,1750900,29,Call Center,Rejected,High DTI
APP0065182,C006108,2021-01-09,2021-01-12,,,Auto Loan,443200,31,Branch,Rejected,High DTI
APP0065555,C009139,2021-01-09,2021-01-11,,,Personal Loan,74700,12,Online,Rejected,High DTI
APP0065593,C006760,2021-01-09,2021-01-10,,,Small Business Loan,1640600,22,Call Center,Rejected,High DTI
APP0066620,C007218,2021-01-09,2021-01-11,,,Consumer Loan,63500,36,Branch,Rejected,Low Credit Score
APP0067007,C004880,2021-01-09,2021-01-11,,,Personal Loan,110700,19,Branch,Rejected,High DTI
APP0071677,C005721,2021-01-09,2021-01-12,,,Consumer Loan,148100,35,Agent,Rejected,High DTI
APP0072062,C000037,2021-01-09,2021-01-10,,,Consumer Loan,39100,13,Mobile App,Rejected,High DTI
APP0072116,C001608,2021-01-09,2021-01-12,2021-01-16,2021-01-17,Consumer Loan,76000,18,Branch,Approved,
APP0074380,C010087,2021-01-09,2021-01-12,,,Personal Loan,91000,34,Online,Cancelled,
APP0079256,C006360,2021-01-09,2021-01-11,,,Personal Loan,42800,8,Online,Rejected,Low Credit Score
APP0001552,C002253,2021-01-10,2021-01-12,2021-01-13,2021-01-15,Consumer Loan,129500,24,Online,Approved,
APP0002380,C010741,2021-01-10,2021-01-13,,,Personal Loan,203400,21,Online,Rejected,High DTI
APP0003261,C000384,2021-01-10,2021-01-12,,,Auto Loan,801300,26,Branch,Rejected,High DTI
APP0006319,C002828,2021-01-10,2021-01-13,2021-01-16,2021-01-19,Small Business Loan,636300,39,Mobile App,Approved,
APP0008379,C008493,2021-01-10,2021-01-12,,,Personal Loan,180300,16,Call Center,Rejected,High DTI
APP0011412,C000571,2021-01-10,2021-01-11,,,Personal Loan,291600,43,Online,Rejected,Incomplete Documentation
APP0017893,C002320,2021-01-10,2021-01-13,,,Personal Loan,281500,9,Agent,Rejected,High DTI
APP0018444,C001502,2021-01-10,2021-01-13,,,Personal Loan,281000,42,Branch,Rejected,Low Credit Score
APP0021343,C006213,2021-01-10,2021-01-11,,,Auto Loan,659000,35,Online,Rejected,Low Credit Score
APP0025426,C007524,2021-01-10,2021-01-11,,,Auto Loan,1179800,39,Branch,Rejected,High DTI
APP0026772,C007800,2021-01-10,2021-01-13,,,Consumer Loan,73400,10,Call Center,Rejected,High DTI
APP0026792,C002296,2021-01-10,2021-01-12,2021-01-13,2021-01-16,Personal Loan,42800,20,Call Center,Approved,
APP0026954,C008950,2021-01-10,2021-01-12,2021-01-14,2021-01-15,Auto Loan,471200,55,Agent,Approved,
APP0028893,C007574,2021-01-10,2021-01-13,2021-01-15,2021-01-17,Personal Loan,85700,11,Online,Approved,
APP0031713,C007825,2021-01-10,2021-01-13,,,Auto Loan,905500,30,Branch,Rejected,High DTI
APP0034090,C009558,2021-01-10,2021-01-11,,,Personal Loan,142200,15,Call Center,Rejected,Low Credit Score
APP0040431,C006965,2021-01-10,2021-01-12,,,Personal Loan,151900,45,Online,Rejected,High DTI
APP0041677,C007107,2021-01-10,2021-01-12,,,Auto Loan,849000,12,Mobile App,Rejected,High DTI
APP0043899,C002156,2021-01-10,2021-01-11,,,Auto Loan,1337300,47,Call Center,Rejected,High DTI
APP0049396,C010176,2021-01-10,2021-01-12,,,Small Business Loan,981800,29,Call Center,Rejected,High DTI
